ID,Block_Name,Block_RV,Estate_ID
"SWKB1770","Wanley Road 39-42(C)",18,"SWKE0079"
"SWKB1771","Warburton Court, Peckham Rye 1-12(C)",72,"SWKE0123"
"SWKB1772","Waveney House, Peckham Rye 7A & 18A, 1-28(C)",185,"SWKE0294"
"SWKB1773","Welland House, Peckham Rye 1-30(C)",190,"SWKE0294"
"SWKB1774","Welldon Court, Croxted Road 1-8(C)",48,"SWKE0105"
"SWKB1775","Weller House, George Row 1-32(C)",179,"SWKE0112"
"SWKB1776","Wells House, Lower Road 1-18(C)",114,"SWKE0188"
"SWKB1777","Wendover, Thurlow Street, 1-240(C) & 1A ;Aylesbury Learning Centre",1482,"SWKE0021"
"SWKB1778","Wendover, Thurlow Street, 241-471(C), 251A-256A(C); Thurlow Street 1, Aylesbury Healing Centre, Tenants Hall",1281,"SWKE0021"
"SWKB1779","Wentworth Crescent 1-16(C)",102,"SWKE0030"
"SWKB1780","Wentworth Crescent 17-36(C)",124,"SWKE0030"
"SWKB1781","Wentworth Crescent 37-62(C)",164,"SWKE0030"
"SWKB1782","Wesley Close 25-107(O)",211,"SWKE0253"
"SWKB1783","Wessex House, Old Kent Road, 1-68(C) & Asco Tra Hall",364,"SWKE0017"
"SWKB1784","Wessonmead, Camberwell Road 1-5(C)",25,"SWKE0060"
"SWKB1785","West Lane 37-77(O)",124,"SWKE0078"
"SWKB1786","West Lane 7-33(O)",80,"SWKE0077"
"SWKB1787","Westerham House, Law Street 1-25(C)",160,"SWKE0329"
"SWKB1788","Westfield House, Rotherhithe New Road 1-21(C)",122,"SWKE0346"
"SWKB1789","Westlake, Rotherhithe New Road 1-130(C)",668,"SWKE0301"
"SWKB1790","Westonbirt Court 1-30(C)",215,"SWKE0157"
"SWKB1791","Weyhill House, Lowth Road 1-32(C)",176,"SWKE0100"
"SWKB1792","Whaddon House, Albrighton Road 1-4(C) ; Whaddon House 4-35(C)",179,"SWKE0120"
"SWKB1793","Wharton House, Millstream Road 1-32(C)",192,"SWKE0316"
"SWKB1794","Wheatland House, Albrighton Road 1-58(C)",353,"SWKE0120"
"SWKB1795","Wheatstone House, County Street 1-9(C)",48,"SWKE0288"
"SWKB1796","Whitney House, Albrighton Road 1-24(C)",163,"SWKE0120"
"SWKB1797","Whitworth House, Falmouth Road 1-30(C)",190,"SWKE0288"
"SWKB1798","Whitworth House, Falmouth Road 31-55(C)",165,"SWKE0288"
"SWKB1799","Whitworth House, Falmouth Road 56-75(C)",150,"SWKE0288"
"SWKB1800","Whitworth House, Falmouth Road 76-100(C)",144,"SWKE0288"
"SWKB1801","Whorlton Road 15-25(O)",36,"SWKE0348"
"SWKB1802","Wickfield House, Wilson Grove 1-42(C)",250,"SWKE0112"
"SWKB1803","Wicksteed House, County Street 1-30(C)",177,"SWKE0288"
"SWKB1804","Wicksteed House, County Street 31-60(C)",205,"SWKE0288"
"SWKB1805","Wicksteed House, County Street 61-90(C)",185,"SWKE0288"
"SWKB1806","Wickway Court 1-118(C)",537,"SWKE0157"
"SWKB1807","Widecombe House, Crawford Road 1-36(C)",216,"SWKE0100"
"SWKB1808","William Evans House, Bush Road 1-34(C)",209,"SWKE0166"
"SWKB1809","William Rushbrooke House, Linsey Street 1-30(C)",180,"SWKE0136"
"SWKB1810","Willowdene, Carlton Grove 1-28(C)",188,"SWKE0002"
"SWKB1811","Willsbridge Court 1-24(C)",171,"SWKE0157"
"SWKB1812","Wilmot Close 1-42(C)",264,"SWKE0030"
"SWKB1813","Wilmot Close 43-48(C)",30,"SWKE0030"
"SWKB1814","Wilmot Close 55-60(C)",30,"SWKE0030"
"SWKB1815","Wilmot Close 61-66(C)",30,"SWKE0030"
"SWKB1816","Wilmot Close 67-72(C)",30,"SWKE0030"
"SWKB1817","Wilson Road 26A-26F(C)",35,"SWKE0350"
"SWKB1818","Wilton House, Albrighton Road 1-39(C)",244,"SWKE0120"
"SWKB1819","Winchelsea House, Swan Road 1-35(C)",215,"SWKE0327"
"SWKB1820","Winchester Close 1-11(O)",31,"SWKE0253"
"SWKB1821","Winchester Close 13-23(O)",33,"SWKE0253"
"SWKB1822","Winchester Close 14-24(E)",31,"SWKE0253"
"SWKB1823","Winchester Close 2-12(E)",30,"SWKE0253"
"SWKB1824","Winchester Close 26-36(E)",30,"SWKE0253"
"SWKB1825","Winchester Close 37-47(O)",32,"SWKE0253"
"SWKB1826","Winchester Close 38-48(E)",30,"SWKE0253"
"SWKB1827","Winchester Close 49-59(O)",33,"SWKE0253"
"SWKB1828","Winchester Close 50-60(E)",30,"SWKE0253"
"SWKB1829","Winchester Close 61-71(O)",33,"SWKE0253"
"SWKB1830","Winchester Close 62-72(E)",30,"SWKE0253"
"SWKB1831","Winchester Close 73-83(O)",33,"SWKE0253"
"SWKB1832","Windermere Point 1-73(C)",430,"SWKE0340"
"SWKB1833","Windmill Close 5-10(C); Southwark Park Road 198-208(E)",66,"SWKE0020"
"SWKB1834","Windspoint Drive 1-12(C)",85,"SWKE0208"
"SWKB1835","Windspoint Drive 13-30(C)",72,"SWKE0208"
"SWKB1836","Winford Court, Portbury Close 1-16(C)",106,"SWKE0082"
"SWKB1837","Winford Court, Portbury Close 17-30(C)",91,"SWKE0082"
"SWKB1838","Winnington House, Bethwin Road 1-32(C)",191,"SWKE0352"
"SWKB1839","Winslow, Kinglake Street 1-30(C)",210,"SWKE0021"
"SWKB1840","Witcombe Point, Yarnfield Square 1-76(C)",437,"SWKE0082"
"SWKB1841","Witham House, Crawford Road 1-34(C)",221,"SWKE0100"
"SWKB1842","Wivenhoe Close 102-128(E)",86,"SWKE0088"
"SWKB1843","Wivenhoe Close 1-203(O)",512,"SWKE0088"
"SWKB1844","Wivenhoe Close 2-100(E)",301,"SWKE0088"
"SWKB1845","Woburn Court, Masters Drive 1-8(C)",56,"SWKE0033"
"SWKB1846","Wollaston Close 1-33(C)",195,"SWKE0119"
"SWKB1847","Wolverton, Alvey Street 105-125(C)",149,"SWKE0021"
"SWKB1848","Wolverton, Alvey Street 126-151(C)",184,"SWKE0021"
"SWKB1849","Wolverton, Alvey Street 152-175(C)",156,"SWKE0021"
"SWKB1850","Wolverton, Sedan Way 60-84(C)",158,"SWKE0021"
"SWKB1851","Wood Road 6-22(E)",51,"SWKE0092"
"SWKB1852","Woodfarrs 10-16(E)",24,"SWKE0109"
"SWKB1853","Woodfarrs 1-7(C)",24,"SWKE0109"
"SWKB1854","Woodfarrs 25-47(O)",72,"SWKE0109"
"SWKB1855","Woodfarrs 2-8(E)",24,"SWKE0109"
"SWKB1856","Woods Road 42-52(E)",36,"SWKE0092"
"SWKB1857","Woods Road 54-88(E)",142,"SWKE0092"
"SWKB1858","Woodsford, Portland Street 1-54(C)",298,"SWKE0275"
"SWKB1859","Woodville House, Grange Walk 1-28(C)",175,"SWKE0316"
"SWKB1860","Woolstaplers Way 1-29(O)",70,"SWKE0291"
"SWKB1861","Woolstaplers Way 139-153(O), 157-175(O), 179-189(O)",109,"SWKE0291"
"SWKB1862","Woolstaplers Way 2-160(E)",425,"SWKE0291"
"SWKB1863","Woolstaplers Way 31-59(O)",70,"SWKE0291"
"SWKB1864","Woolstaplers Way 61-89(O)",69,"SWKE0291"
"SWKB1865","Woolstaplers Way 91-137(O)",110,"SWKE0291"
"SWKB1866","Wrayburn House, Llewellyn Street 1-72(C)",451,"SWKE0112"
"SWKB1867","Wrotham House, Law Street 1-15(C)",104,"SWKE0329"
"SWKB1868","Wyndham Road 86-96(E); Toulon Street 2; Jessie Duffett Tenants Hall",40,"SWKE0352"
"SWKB1869","Yaldham House, Old Kent Road 1-11(C)",88,"SWKE0087"
"SWKB1870","Yarnfield Square 1-14(C)",93,"SWKE0082"
"SWKB1871","Yarnfield Square 15-46(C)",212,"SWKE0082"
"SWKB1872","Yeoman Street 2-32(E)",115,"SWKE0273"
