BD CODE,BD NAME,BD RATEABLE VALUE
BD003449,OVERTON ROAD 43-47,464
BD003450,CORNWALL SQUARE 1-24,11660
BD003451,CORNWALL SQUARE 50-57,3942
BD003452,MOFFAT ROAD ,245
BD003453,ANGELL PARK GARDENS 38/40,430
BD003456,OVERTON ROAD ,388
BD003457,FERREY MEWS 15-20 EXC 19,1318
BD003458,TRENT ROAD 63 A & B,351
BD003459,BRAYBOURNE AVENUE ,400
BD003460,CHARLOTTE ROW 11 & 13,473
BD003462,LORD HOLLAND LANE ,322
BD003463,OAKLANDS PLACE,430
BD003464,ST JOHNS CRESCENT 14 FLATS 1-3,971
BD003465,ST LAWRENCE WAY ,422
BD003466,VAUXHALL GROVE 6 FLATS A & B,413
BD003467,BATTENBURG WALK ,338
BD003468,BELMONT CLOSE 21-24,776
BD003469,BRABOURNE CLOSE 25,338
BD003470,BRANKSOME ROAD 1A & 1B,372
BD003471,BRIXTON HILL 107 A-D,718
BD003472,BRIXTON ROAD 137 A-D,677
BD003473,CARLTON COURT 2-38,5089
BD003474,"CEDARS ROAD 51,53,57,59,61&67",1632
BD003475,COBURG CRESCENT ,330
BD003477,GIPSY ROAD ,190
BD003478,KENCHESTER CLOSE,330
BD003479,LAMBERT ROAD 60 & 62,346
BD003480,NARBONNE AVENUE 137,460
BD003481,NEWBY STREET 20-22,422
BD003482,PRIORESS ROAD ,274
BD003483,RODENHURST ROAD 200-226 EVENS,2408
BD003485,TEMPLAR STREET 15 1&2,505
BD003486,MOSTYN ROAD 3 FLAT 1-4,690
BD003487,FURNEAUX AVENUE 25-31,860
BD003498,THORNLAW ROAD ,375
BD003499,WELL CLOSE 1 - 6,1274
BD003500,PENFORD STREET 3 FLATS 1-3,678
BD003502,BARCOMBE AVENUE 168-170,363
BD003503,PERSEVERANCE PLACE 8,326
BD003504,HILLSIDE ROAD 100-102,457
BD003505,BARCOMBE AVENUE 238-240,490
BD003506,OSTADE ROAD 4 FLATS 1-3,357
BD003508,CAMBERWELL NEW ROAD,347
BD003509,MORESBY WALK 17-18,422
BD003510,BRIXTON ROAD 207 FLATS 1-3,553
BD003511,BROUGH CLOSE 21 & SOUTH LAMBETH ROAD 212,388
BD003513,VASSALL ROAD 107 A-E,718
BD003514,LINDWAY 6-8,686
BD003515,YEOMAN CLOSE ,326
BD003516,TRINITY RISE  42 1&2,672
BD003517,RAMILLIES CLOSE ,236
BD003521,LOUGHBOROUGH PARK ,305
BD003522,RECTORY GROVE 47&47A,544
BD003523,AMESBURY AVENUE 25 FLATS 1 & 2,417
BD003524,BURTON RD 74 FLATS 1&2,463
BD003525,DASSETT ROAD 12 FLATS 1 & 2,275
BD003526,FELMERSHAM CLOSE,182
BD003527,GLADSTONE TERRACE 5,123
BD003529,HAYTER ROAD 30 A-B,536
BD003531,MOORLAND ROAD 21 FLAT 1 & 2,388
BD003532,"ROSENDALE ROAD 256 Flat 1, 2 & 3",412
BD003533,STAMFORD STREET 119 A-E,531
BD003534,STREATHAM HIGH ROAD 361 FLATS A-C,762
BD003535,TRUSLOVE ROAD 11-13,372
BD003537,WRIGHTS GREEN ,334
BD003538,BEDFORD ROAD ,326
BD003539,WALTON CLOSE ,330
BD003540,BARROW ROAD 26 - FLAT 1&2,392
BD003541,LYDHURST AVENUE 30&32,400
BD003542,TINDALL STREET 29-41,1561
BD003543,COPLEY PARK 16 FLATS 1 & 2,409
BD003544,DREWSTEAD ROAD - 44 FLATS 1& 2,522
BD003545,RICHBORNE TERRACE - 74 BST GND 1 & 2,495
BD003547,"GLENEAGLE ROAD 21 FLATS 1, 2, 3 & 21A",717
BD003548,ST BERNARDS CLOSE 1 & 3,215
BD003549,JASPER ROAD ,472
BD003551,LITTLEBURY ROAD 46-48,354
BD003552,CRANMER ROAD ,367
BD003553,HAILSHAM  AVENUE 97 & 99,392
BD003554,EASTLAKE ROAD 33 FLAT 1 & 2,401
BD003555,TALLEYRAND HOUSE ,274
BD003556,ABBEVILLE ROAD 78 A & B,460
BD003557,CLAPHAM MANOR STREET ,207
BD003558,OVERTON ROAD,338
BD003559,BOATEMAH WALK 1-14,3275
BD003560,MORESBY WALK,298
BD003561,MOUNTBATTEN CLOSE,338
BD003562,LAIRDALE CLOSE,347
BD003563,ALEXANDRA DRIVE 62 FLATS 1 & 2,644
BD003564,"MERVAN ROAD 20 FLATS 1,2,3 AND 18",815
BD003566,CHARLOTTE ROW 1 & 2 & 33 NORTH STREET,657
BD003567,KNATCHBULL ROAD,958
BD003568,FARQUHAR ROAD 23A & 23B,464
BD003569,FARQUHAR ROAD 25 & 25A,438
BD003570,HAZELBOURNE ROAD 51 FLAT 1 AND 2,434
BD003571,CURTISFIELD ROAD 24 - 28 EVEN,653
BD003572,CRICKDALE AVENUE 39 (A & B),397
BD003573,1 CASEWICK FLATS 1 - 3,562
BD003574,HAILSHAM AVENUE 158 - 160,417
BD003575,HAILSHAM AVENUE 61-63,392
BD003576,FLAXMAN ROAD 77 1 & 2,422
BD003577,ROSENDALE ROAD 52 (1 & 2),417
BD003578,"BOURNVALE ROAD 27,29,39,41,43 & 45",1219
BD003579,LYDHURST AVENUE 1 & 3,405
BD003580,VASSALL ROAD 123 A-D,572
BD003581,JASPER ROAD 38 (A & B & C ),683
BD003582,BOWATER CLOSE 50&52.,446
BD003583,MILKWOOD RD 18 UPPER FLATS & GF SHOP,302
BD003584,LORD HOLLAND LANE,302
BD003585,PLANE TREE WALK 26-32 EVEN,1032
BD003586,OAKWOOD DRIVE 11-20,2450
BD003587,TIERNEY ROAD,794
BD003588,GIPSY ROAD,570
BD003592,LYDHURST AVENUE 2-8,904
BD003595,LOUGHBOROUGH ROAD 48A + 48B,459
BD003596,VASSALL ROAD 78 FLATS 1-4,710
BD003599,LOUGHBOROUGH ROAD 35A FLAT 1-4,834
BD003600,HUBERT GROVE 61 A + B,384
BD003601,MAYALL ROAD FLATS 205 FLATS 1&2,196
BD003602,PAULET ROAD 123 FLATS 1&2,413
BD003603,UPSTALL STREET 1   A+B,443
BD003604,TRADESCANT ROAD,293
BD003605,BRAILSFORD ROAD 6 AND 8A,649
BD003606,BRAILSFORD ROAD 16 16B AND 18,653
BD003607,HEATH ROAD,310
BD003610,"LOUGHBOROUGH ROAD 1 FLATS 1,2 &3",660
BD003611,VASSALL ROAD 106 A-E,832
BD003612,FARQUHAR ROAD,465
BD003613,KINGS AVENUE 38  FLATS A-D,392
BD003614,KNIGHTS HILL 145 FLAT A & B,392
BD003615,CENTRAL HILL,314
BD003616,TINTERN STREET ,380
BD003617,HEATH ROAD 98-100,422
BD003618,BALLATER ROAD,334
BD003619,ABBEVILLE ROAD ,943
BD003620,WESTWELL ROAD,443
BD003621,MARSTON HOUSE (148-158),3351
BD003627,JOSEPH POWELL CLOSE,290
BD003628,RAILTON ROAD,215
BD003629,LOUGHBOROUGH PARK,742
BD003630,RAMILLES CLOSE,227
BD003631,BOOTH HOUSE 1-16,4432
BD003635,KINGSLEY HOUSE 1-16,3477
BD003636,MYATT ROAD 31-45,1752
BD003637,NELSONS ROW 113-127,1938
BD003643,FERREY MEWS 2&4,516
BD003645,PAPWORTH WAY 1-12,2876
BD003650,DENNIS WAY 1-8,1616
BD003656,ROBERTS HOUSE 1-6,1535
BD003657,JASPER ROAD 34 FLATS A&B,388
BD003659,FARQUHAR ROAD 17 FLATS A&B,0
BD003661,DUNELM GROVE 18-26,1000
BD003662,ALEXANDRA DRIVE 3 FLATS 1-3,586
BD003663,SAXBY ROAD 35-37,532
BD003665,GLANVILLE ROAD,236
BD003667,"FLAT 1-6, 306 SOUTH LAMBETH ROAD",1526
BD003672,LILFORD ROAD,592
BD003673,Durning Road,182
BD003674,BEDFORD ROAD,227
BD003675,CAMDEN HILL ROAD,392
BD003676,WINTERWELL ROD,419
BD003677,WELL CLOSE 47-49,612
BD003679,TRUSLOVE ROAD,258
BD003680,BRIXTON ROAD,677
BD003681,MINERVA CLOSE 38-40,446
BD003683,"TESSA SANDERSON PLACE (15,16)",422
BD003684,CLARIBEL ROAD,434
BD003687,"PHIL BROWN PLACE (9,10)",422
BD003690,HAMILTON ROAD 60 & 60A,430
BD003695,CHARLES BARRY CLOSE (46-50),1010
BD003700,ARLINGFORD ROAD 61,603
BD003702,RICHBORNE TERRACE 16,507
BD003703,CHALNER HOUSE,3568
BD003704,MOORLAND ROAD,477
BD003706,DUNBAR STREET,760
BD003707,LINTON GROVE 51-63 ODDS,1624
BD003708,PRAGUE PLACE,227
BD003709,RIGGINDALE ROAD 38 FLATS 1-3,738
BD003710,BARCOMBE AVENUE 149-151,443
BD003713,ROSENDALE ROAD 61 FLATS 1&2,459
BD003714,EDEN ROAD,306
BD003715,LISTOWELL CLOSE,310
BD003716,VILLA ROAD,568
BD003718,TASMAN ROAD,219
BD003735,CHAMPNESS CLOSE (1-7),1481
