Block,RV,Boiler Repairsand Maintenance,CCTV,Cleaning,Communal Electricity,Communal Electrical Maintenance,TV Aerial,Communal Water Quality,Communal Window Cleaning,Communal Ventilation Maintenance,Concierge,Disinfestation,Dry Riser,Door Entry System,Cleaning External,Grounds Maintenance External,External Tree Maintenance,Repairsand Maintenance External,Fire Ventilation Maintenance,Repairsand Maintenance,Lift Services & Repairs,Lightning Protection,,Only blocks containing homeowners
Amesbury Avenue 7 A & B,409,0,0,0,138.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,645.27,0,0,,
Jasper Road 46,476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,516.32,0,0,,
Belenoyd Court 1-19 Cons,5207,0,0,4808.54,1283.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,822.98,0,0,,
Coburg Crescent 10-11,752,0,0,618.87,0,0,0,0,0,0,0,105.74,0,0,0,0,0,0,0,776.67,0,0,,
Coburg Crescent 112,318,1470.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Coburg Crescent 117,330,1525.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Coburg Crescent 128,223,1030.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Coburg Crescent 130-139,2230,9278.64,0,1835.21,0,0,0,0,0,0,0,105.74,0,2434.73,0,0,0,0,0,5363.91,0,0,,
Baly House 1-38,10120,23373.73,0,8328.4,8460.16,0,460.71,0,0,0,0,317.22,0,490.52,0,0,0,0,0,8648.61,0,0,,
Bushell Close 1-26,7400,11549.09,0,6089.93,3505.79,0,0,0,0,0,0,317.22,0,490.52,0,0,0,0,0,5311.64,0,0,,
Bushell Close 27-38,3464,5368.6,0,2850.75,422.25,0,0,0,0,0,0,0,0,2857.87,0,0,0,0,0,10434.19,0,0,,
Bushell Close 39-52,3122,0,0,2569.29,891.44,0,0,0,0,0,0,0,0,288.8,0,0,0,0,0,4870.58,0,0,,
Chalner House,3568,16495.36,0,2936.34,1128.42,0,193.98,0,0,0,0,105.74,0,3789.52,0,0,0,0,0,2592.05,0,0,,
Ducavel House 1 - 46,12440,15133.18,0,10237.67,4407.85,0,557.69,0,0,0,0,211.48,0,1141.69,0,0,0,0,0,10685.12,0,0,,
Despard House 1-30 Cons,7824,21971.54,0,6438.87,5588.51,0,363.71,0,0,0,0,422.96,0,6367.15,0,0,0,0,0,4582.92,0,0,,
Ponton House,10120,16546.7,0,8328.4,6681.41,0,460.71,0,0,0,0,422.96,0,1760.35,0,0,0,0,0,7508.65,0,0,,
Mountearl Gardens 1-11,1408,0,0,1300.26,729.26,828.21,0,379.97,0,0,0,0,0,187.95,0,0,0,0,0,626.24,0,0,,
Mountearl Gardens 13-59 O,5616,0,0,5186.24,463.3,2730.62,0,379.97,0,0,0,0,0,563.86,0,0,0,0,0,2220.51,0,0,,
Mountearl Gdns 61-91 Adare Walk 145-159,5581,0,0,5153.92,374.86,2481.77,0,379.97,0,0,0,0,0,375.91,0,0,0,0,0,8574.7,0,0,,
Mountearl Gardens 117-127 Odd,1408,0,0,1300.26,403.8,828.21,0,379.97,0,0,0,0,0,187.95,0,0,0,0,0,0,0,0,,
Mountearl Gardens 129-139,1408,0,0,1300.26,440.88,828.21,0,379.97,0,0,0,0,0,187.95,0,0,0,0,0,1169.05,0,0,,
Mountearl Gardens 50-72,2816,0,0,2600.51,352.19,1656.43,0,379.97,0,0,0,317.22,0,375.91,0,0,0,0,0,5516.96,0,0,,
Mountearl Gardens 74-84 Even,1408,0,0,1300.26,359.89,828.21,0,379.97,0,0,0,0,0,187.95,0,0,0,0,0,473.48,0,0,,
Mountearl Gardens 86-108,2816,0,0,2600.51,356.53,1656.43,0,379.97,0,0,0,105.74,0,375.91,0,0,0,0,0,4900.58,0,0,,
Mountearl Gardens 110-120,1408,0,0,1300.26,347.69,828.21,0,379.97,0,0,0,0,0,187.95,0,0,0,0,0,87.51,0,0,,
Mountearl Gardens 122-144,2816,0,0,2600.51,362.85,1656.43,0,379.97,0,0,0,528.7,0,375.91,0,0,0,0,0,4523.05,0,0,,
Mountearl Gardens 158-168,1408,0,0,1300.26,368.59,828.21,0,379.97,0,0,0,105.74,0,187.95,0,0,0,0,0,42.86,0,0,,
Adare Walk 1-11 Odd,1408,0,0,1300.26,339.78,828.21,0,379.97,0,0,0,740.18,0,356.04,0,0,0,0,0,2488.12,0,0,,
Adare Walk 13-35 Odd,2816,0,0,2600.51,568.64,1533.45,0,626.71,0,0,0,105.74,0,712.09,0,0,0,0,0,1706.2,0,0,,
Adare Walk 37-107 Odd,8432,0,0,7786.76,455.08,4305.04,0,379.97,0,0,0,105.74,0,1780.21,0,0,0,0,0,4939.53,0,0,,
Adare Walk 109-119,1408,0,0,1300.26,341.45,828.21,0,379.97,0,0,0,0,0,356.04,0,0,0,0,0,322.7,0,0,,
Adare Walk 121-143,2816,0,0,2600.51,361.85,1656.43,0,379.97,0,0,0,211.48,0,712.09,0,0,0,0,0,2548,0,0,,
Adare Walk 145-155 Odd,1408,0,0,0,0,166.85,0,0,0,0,0,0,0,221.57,0,0,0,0,0,0,0,0,,
Adare Walk 2-12,1408,0,0,1300.26,348.82,828.21,0,379.97,0,0,0,0,0,356.04,0,0,0,0,0,858.63,0,0,,
Adare Walk 14-48 Even,4224,0,0,3900.77,359.54,2525.63,0,379.97,0,0,0,740.18,0,1068.13,0,0,0,0,0,2532.76,0,0,,
Adare Walk 50-60 Even,1408,0,0,1300.26,365.63,828.21,0,379.97,0,0,0,317.22,0,356.04,0,0,0,0,0,246.13,0,0,,
Drew House 1-15,4057,0,0,3746.54,0,3048.62,0,763.36,0,0,0,105.74,0,1028.42,0,0,0,0,0,1022.68,2640.82,0,,
Bertrand House 1-6,1796,0,0,1658.56,251,787.22,0,379.97,0,0,0,0,0,0,0,0,0,0,0,1393.17,0,0,,
Beauclerk House 1-30,9420,0,0,8699.15,3214.92,2976.57,0,2316.17,0,0,0,105.74,0,1236.22,0,0,0,0,0,1635.47,7922.46,0,,
Howland House 1 - 32,9432,0,0,8710.23,3698.9,2476.3,0,763.36,0,0,0,0,0,0,0,0,0,0,0,10150.51,5281.64,0,,
Sackville House,3726,0,0,3440.87,477.15,4030.56,0,379.97,0,0,0,740.18,0,308.65,0,0,0,0,0,1701.8,0,0,,
Raynald House 1-10,2828,0,0,2611.59,471.51,2156.69,0,944.42,0,0,0,0,0,0,0,0,0,0,0,2208.02,0,0,,
Thurlow House,2828,0,0,2611.59,488.67,1623.07,0,379.97,0,0,0,0,0,0,0,0,0,0,0,7660.63,0,0,,
Dowes House 1 - 20,5768,0,0,5326.61,3122.82,1361.14,0,1634.69,0,0,0,105.74,0,2171.46,0,0,0,0,0,3973,2640.82,0,,
Dunton House 1-30,8114,0,0,7493.09,1517.65,4179.68,0,2058.07,0,0,0,0,0,557.75,0,0,0,0,0,3301.98,2640.82,0,,
Talcott Path 2-12,1188,0,0,977.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,608.3,0,0,,
Talcott Path 14-24,1188,0,0,977.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Poullett House 1-24 Cons,5960,0,0,4904.87,1108.59,0,0,0,0,0,0,211.48,0,0,0,0,0,0,0,27086.19,0,0,,
Coppin House 1-18,4620,0,0,3802.09,1078.68,0,0,0,0,0,0,528.7,0,0,0,0,0,0,0,19842.34,0,0,,
Constantine House 1-3 & 10-15,2310,0,0,1901.05,955.54,0,0,0,0,0,0,105.74,0,0,0,0,0,0,0,1138.09,0,0,,
Constantine House 7-9 & 22-27,2310,0,0,1901.05,955.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1095.78,0,0,,
Dutton House 1-24,6160,0,0,5069.46,1369.63,1566.1,290.97,0,0,0,0,0,0,0,0,0,0,0,0,13441.08,0,0,,
Lloyd Court 1-14 Cons,3604,0,0,2739.86,1721.22,1380.81,169.73,0,0,0,0,0,0,0,0,0,0,0,0,1437.61,0,657.29,,
Farquhar Road 17 Flats A&B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,453.57,0,0,,
Farquhar Road 31,769,0,0,0,443.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.03,0,0,,
Buckleigh Road 6,486,0,0,0,0,0,0,379.97,0,0,0,0,0,0,0,0,0,0,0,300.81,0,0,,
Chestnut Road 3 Flats 1-5,1001,0,0,0,205.43,0,0,0,0,0,0,0,0,826.7,0,0,0,0,0,428.86,0,0,,
Farquhar Road 25 & 25a,438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1150.78,0,0,,
Streatham Hill 40 A-C,602,0,0,0,0,0,0,379.97,0,0,0,0,0,0,0,0,0,0,0,571,0,0,,
Bowlands Road 30-38a,1488,0,0,2483.28,243.02,0,0,763.36,0,0,0,0,0,221.57,0,0,0,0,0,400.4,0,0,,
Teignmouth Close 49-83,5040,0,0,0,943.38,0,0,226.24,0,0,0,0,0,1154.9,0,0,0,0,0,8261.38,0,0,,
Gifford House 1 - 16,4094,0,0,4422.85,3820.55,0,0,226.24,0,0,0,0,0,769.93,0,0,0,0,0,960.93,0,0,,
Saxon House 1-16,4094,0,0,4422.85,166.5,0,0,226.24,0,0,0,105.74,0,947.33,0,0,0,0,0,1166.4,0,0,,
Haselrigge Road 23-37,2080,0,0,3471.26,544.08,0,0,763.36,0,0,0,0,0,221.57,0,0,0,0,0,2241.75,0,0,,
Clapham Park Road 177-185,4496,0,0,0,0,0,0,763.36,0,0,0,0,0,0,0,0,0,0,0,5219.23,2640.82,0,,
Park Hill 55-61,3792,0,0,4096.59,1868.16,101.7,0,452.47,0,0,0,0,0,0,2464.97,987.38,0,0,0,5594.12,0,0,,
Park Hill 63-65,1692,0,0,1827.91,485.03,0,0,226.24,0,0,0,0,0,0,1099.88,440.57,0,0,0,594.08,0,0,,
Kings Avenue 26 Flats A-J,2451,0,0,2647.88,496.78,0,0,226.24,0,0,0,0,0,0,0,0,0,0,0,432.1,0,0,,
"Narbonne Avenue 40, Flat 1-4",0,0,0,946.36,219.7,0,0,226.24,0,0,0,0,0,0,183.47,0,0,0,0,246.13,0,0,,
Pepys House 1-17,4998,0,0,5399.46,657.13,0,0,904.96,0,0,0,216.79,0,0,0,0,0,0,0,6595.59,0,0,,
Brady House 1-18,5292,0,0,5717.08,1180.9,0,0,1131.2,0,0,0,5.62,0,0,0,0,0,0,0,8671.62,0,0,,
Langham House 1-24,6256,0,0,6758.51,929.44,0,0,904.96,0,0,0,6.64,0,0,0,0,0,0,0,6295.88,0,0,,
Mantell House 1-15,4410,0,0,4764.23,7473,0,0,904.96,0,0,0,1485.04,0,0,0,0,0,0,0,1709.04,0,0,,
Comins House 1-18,5123,0,0,5534.51,1276.12,0,0,1131.2,0,0,0,5.44,0,0,0,0,0,0,0,4735.74,0,0,,
Mandeville House 1-48,12992,20202.18,0,14035.58,5720.27,0,0,904.96,0,0,0,119.54,0,0,0,0,0,0,0,3335.52,3450.8,349.72,,
Batten House 1-40,10280,15985.1,0,11105.74,21000.45,124.9,0,1790.93,0,0,0,10.92,0,384.97,0,0,0,0,0,1207.17,1625.47,349.72,,
George Beare Lodge 1-12,2184,3396.06,0,2359.43,728.71,0,0,226.24,0,0,0,2.32,0,0,0,0,0,0,0,634.02,0,0,,
Prestwich Terrace 13-16,860,0,0,929.08,0,0,0,452.47,0,0,0,212.39,0,0,0,0,0,0,0,127.94,0,0,,
Prestwich Terrace 21-24,860,0,0,929.08,0,0,0,0,0,0,0,0.91,0,0,0,0,0,0,0,0,0,0,,
Hewer House 1-32,8224,12788.08,0,8884.59,2231.23,0,0,1635.06,0,0,0,8.73,0,401.7,0,0,0,0,0,740.02,1375.04,1439.9,,
Westbrook House 1-32,8224,0,0,8884.59,7819.07,0,0,904.96,0,0,0,114.47,0,0,0,0,0,0,0,4748.76,1375.04,349.72,,
Grover House 1-24,7056,10971.87,0,7622.77,0,109.44,0,904.96,0,0,0,7.49,0,384.97,0,0,0,0,0,3736.02,0,804.1,,
Bourne House 1-56,13784,21433.71,0,14891.2,4328.69,0,0,1429.74,0,0,0,226.12,0,0,0,0,0,0,0,12113.14,1375.04,349.72,,
Rathmell Drive 19-35,2266,0,0,2448.02,527.14,0,0,452.47,0,0,0,0,0,0,0,0,0,0,0,6767.04,0,0,,
Rathmell Drive 30-46,2161,0,0,2334.58,443.98,101.7,0,678.72,0,0,0,105.74,0,0,0,0,0,0,0,3506.3,0,0,,
Rathmell Drive 48-64,2157,0,0,2330.26,430.3,0,0,678.72,0,0,0,0,0,0,0,0,0,0,0,902.46,0,0,,
Rathmell Drive 66-82,2161,0,0,2334.58,502.34,0,0,678.72,0,0,0,211.48,0,0,0,0,0,0,0,2064.83,0,0,,
Clarence Avenue 80 A-D & 82 A-E,2266,0,0,2448.02,610.3,0,0,452.47,0,0,0,0,0,0,0,0,0,0,0,529.27,0,0,,
Saxby Road 1-23,2940,0,0,2632.92,560.65,0,0,1634.69,0,0,0,0,0,187.95,0,0,0,0,0,3863.01,0,0,,
Saxby Road 35-37,532,0,0,476.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,847.76,0,0,,
Saxby Road 41-51,1740,0,0,1558.26,294.48,0,0,763.36,0,0,0,0,0,154.33,0,0,0,0,0,1923.39,0,0,,
Saxby Road 67-69,532,0,0,476.43,198.62,0,0,379.97,0,0,0,105.74,0,0,0,0,0,0,0,300.81,0,0,,
Saxby Road 77-79,532,0,0,476.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,399.26,0,0,,
Saxby Road 8-30 Even,3480,0,0,3116.52,1037.87,0,0,763.36,0,0,0,0,0,356.04,0,0,0,0,0,6161.03,0,0,,
Lyham Road 214-224,1740,0,0,1558.26,0,0,0,0,0,0,0,0,0,0,0,407.75,0,0,0,2104.87,0,0,,
Lyham Road 226-236,1740,0,0,1558.26,432.45,712.87,0,0,0,0,0,0,0,0,0,0,0,0,0,799.97,0,0,,
Barry Court 1-12,3218,0,0,3476.49,507.55,0,0,452.47,0,0,0,105.74,0,769.93,0,0,0,0,0,957.29,0,0,,
Lessar Court 1-6,1541,0,0,1664.78,300.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2131.35,0,0,,
Lessar Court 7-12,1541,0,0,1664.78,246.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1756,0,0,,
Lessar Court 13-18,1541,0,0,1664.78,195.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,388.32,0,0,,
Lessar Court 19-24,1541,0,0,1664.78,263.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2220.3,0,0,,
Cautley Avenue 20 Flats 1-6,1660,0,0,1793.34,326.71,0,0,226.24,0,0,0,105.74,0,0,0,0,0,0,0,246.13,0,0,,
Cautley Avenue 22 Flats 1-3,894,0,0,965.81,215.19,0,0,226.24,0,0,0,0,0,0,0,0,0,0,0,280.76,0,0,,
Cautley Avenue 24 Flats 1-6,1660,0,0,1793.34,462.06,0,0,226.24,0,0,0,211.48,0,0,0,0,0,0,0,2620.72,0,0,,
Argyll Court 1-18,4932,0,0,4416.86,1005.18,0,0,2558.3,0,0,0,211.48,0,1000.89,0,0,0,0,0,5527.26,0,0,,
Agnes House 1-8,1604,0,0,1436.47,339.18,664.24,0,0,0,0,0,0,0,423.27,0,0,0,0,0,1380.2,0,0,,
Beatrice House 1-24,6816,0,0,6104.08,3293.37,1566.1,0,1634.69,0,0,0,0,0,644.84,0,0,0,0,0,8205.03,5281.64,0,,
Clare House 1-6,1232,0,0,1103.32,320.4,664.24,0,0,0,0,0,0,0,288.8,0,0,0,0,0,940.03,0,0,,
Diana House 1-24,6708,0,0,6007.36,1445.9,1864.73,0,1172.88,0,0,0,317.22,0,799.17,0,0,0,0,0,5853.22,0,0,,
Evelyn House 1-24,6708,0,0,6007.36,2041.51,746.23,0,1172.88,0,0,0,211.48,0,731.93,0,0,0,0,0,2790.06,0,0,,
Florence House 1-12,3240,0,0,2901.59,1257.49,929.88,0,763.36,0,0,0,0,0,443.13,0,0,0,0,0,1367.52,0,0,,
Sudbourne Road 83,1062,0,0,951.08,399.78,0,0,0,0,0,0,0,0,893.95,373.42,226.7,0,0,0,286.83,0,0,,
Clowes House 1-24,5668,0,0,9459.18,1465.86,1566.1,0,3586.5,0,0,0,105.74,0,731.93,0,0,0,0,0,3850.87,0,0,,
Damorie House 1-6,1212,0,0,2022.68,356.26,828.21,0,763.36,0,0,0,0,0,557.75,0,0,0,0,0,384.98,0,0,,
Gye House 1-16,4544,0,0,7583.36,2185.93,1238.15,0,0,0,0,0,0,0,557.75,0,0,0,0,0,2584.4,0,0,,
Morris House 1-16,4544,0,0,7583.36,988.67,1238.15,0,2558.3,0,0,0,422.96,0,288.8,0,0,0,0,0,223.01,0,0,,
Storace House 1-16,3820,0,0,6375.1,778.51,1238.15,0,0,0,0,0,105.74,0,577.6,0,0,0,0,0,718.62,0,0,,
Stuart House 1-16,3820,0,0,6375.1,773.1,1238.15,0,0,0,0,0,422.96,0,577.6,0,0,0,0,0,295.5,0,0,,
Thomas House 1-16,3807,0,0,6353.4,827.71,1238.15,0,0,0,0,0,0,0,443.13,0,0,0,0,0,1211.16,0,0,,
Marie Lloyd Court 1-24,6804,0,0,6093.34,2479.09,787.22,290.97,1994.66,0,0,0,211.48,0,288.8,0,0,0,0,0,6041.59,2640.82,0,,
George Lashwood Court 1-16,4512,0,0,4040.73,1206.3,1238.15,1591.35,763.36,0,0,0,422.96,0,1115.5,0,0,0,0,0,642.4,0,0,,
Neilson Terry Court 1-17,2693,0,0,2411.72,2512.78,664.24,0,672.6,0,0,0,105.74,0,1283.6,0,0,0,0,0,7169.61,0,0,,
Daisy Dormer Court 1-6,1908,0,0,1708.71,576.71,0,72.73,1088.46,0,0,0,0,0,221.57,0,0,0,0,0,378.54,0,0,,
Daisy Dormer Court 7-24,5076,0,0,4545.82,1387.42,705.24,218.22,3045.96,0,0,0,0,0,731.93,0,0,0,0,0,2747.25,0,0,,
Conway House 1-15,3610,0,0,0,7183.25,1279.14,0,0,0,0,0,0,0,322.43,0,0,0,0,0,627.43,0,657.29,,
Patio Close 5-6,488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,214.03,0,0,,
Patio Close 17-18,558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,448.86,0,0,,
Barnsbury House 1-52,12741,25296.58,0,13764.42,17790.11,1054.77,0,2198.85,0,12751.18,0,317.22,306.63,533.46,0,0,0,0,1183.3,12431.24,3250.94,928.4,,
Belgravia House 1-60,14738,27833.52,0,15921.83,26452.02,0,0,2198.85,0,12751.18,0,951.66,306.63,384.97,0,0,0,0,1183.3,2558.5,4552.68,349.72,,
Bloomsbury House 1-44,10778,19531.33,0,11643.74,0,915.59,0,1203.5,0,12751.18,0,634.44,306.63,384.97,0,0,0,0,1183.3,5866.86,3250.94,349.72,,
Bedford House 1-60,13620,39886.04,0,22730.06,0,3041.88,0,2730.51,0,4628.47,0,0,1368.93,698.03,0,0,0,0,332.4,11461.2,5281.64,657.29,,
Clarence Avenue 14 A&B,238,0,0,0,0,101.7,0,0,0,0,0,0,0,0,0,0,0,0,0,300.81,0,0,,
Britannia Close 19-25,1667,0,0,2782.01,0,0,84.86,0,0,0,0,105.74,0,0,0,0,0,0,0,1679.72,0,0,,
Britannia Close 26-31,1447,0,0,2414.86,0,0,72.73,0,0,0,0,0,0,0,0,0,0,0,0,384.98,0,0,,
Britannia Close 38-40,794,0,0,1325.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207.56,0,0,,
Clapham Crescent 1-17,4115,0,0,6867.42,902.61,0,290.97,0,0,0,0,422.96,0,0,0,0,0,0,0,3200.51,0,0,,
Clapham Park Road 191-205,1784,0,0,0,0,376.59,0,0,0,0,0,0,0,0,0,0,0,0,0,300.81,0,0,,
Felmersham Close 14-17,922,0,0,1538.7,0,0,48.49,0,0,0,0,211.48,0,0,0,0,0,0,0,757.76,0,0,,
Felmersham Close 20-22,732,0,0,1221.62,0,0,0,0,0,0,0,105.74,0,0,0,0,0,0,0,246.13,0,0,,
Haselrigge Road 63-71,1166,0,0,1945.91,1150.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246.13,0,0,,
Rigge Place 1-8,1804,0,0,3010.65,0,0,96.99,0,0,0,0,0,0,0,0,0,0,0,0,1379.48,0,0,,
Rigge Place 23-30,1804,0,0,3010.65,0,0,96.99,0,0,0,0,0,0,0,0,0,0,0,0,54.68,0,0,,
Wrights Green 4-6,716,0,0,1194.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1803.97,0,0,,
Wright Green 9-11,716,0,0,1194.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Wrights Green 16-18,867,0,0,1446.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300.81,0,0,,
Wrights Green 28-41,3425,0,0,5715.89,0,0,169.73,0,0,0,0,317.22,0,0,0,0,0,0,0,3264.11,0,0,,
Magnolia Place 1-6,1440,0,0,1555.67,0,0,375.31,0,0,0,0,211.48,0,0,0,0,0,0,0,3306.82,0,0,,
Brixton Hill 110,1153,0,0,0,379.78,0,60.62,0,0,0,0,0,0,221.57,0,0,0,0,0,662.47,0,0,,
Bedford Road 102-106,805,0,0,1343.44,985.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246.13,0,0,,
Bedford Road 128-170,5264,0,0,8784.95,2450.73,0,266.71,0,0,0,0,0,0,0,0,0,0,0,0,8016.96,0,0,,
Clapham Park Road 58-68,1470,0,0,0,0,0,267.8,0,0,0,0,105.74,0,384.97,0,0,0,0,0,2918.93,0,0,,
Park Court 1-21,4787,0,0,5171.52,1721.55,0,0,0,0,0,0,105.74,0,1539.84,0,0,0,0,0,604.69,0,0,,
Carfax Place 1-12 & 32-54 Clapham Pk Rd,6582,8570.03,0,0,835.3,0,1071.19,0,0,0,0,105.74,0,769.93,0,0,0,0,0,3177.76,0,0,,
Carfax Place 13-28,3920,6571.7,0,0,0,0,267.8,0,0,0,0,422.96,0,384.97,0,0,0,0,0,3091.48,0,0,,
Oaklands Place 11-14,1096,1837.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173.93,0,0,,
Lyham Road 94-96,505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118.34,0,0,0,0,0,0,,
Bowater Close 22-24,446,0,0,0,0,0,0,0,0,0,0,211.48,0,0,0,0,0,0,0,1214.62,0,0,,
Loats Road 21-23,446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,421.73,0,0,,
Loats Road 25-27,446,0,0,0,0,0,0,0,0,0,0,105.74,0,0,0,0,0,0,0,0,0,0,,
Loats Road 37-55 Odd,2377,7966.5,0,0,0,0,0,0,0,0,0,105.74,0,255.18,0,0,0,0,0,4105.66,0,0,,
Lyham Road 24-34,2532,0,0,0,0,0,0,0,0,0,0,422.96,0,0,0,593.34,0,0,0,0,0,0,,
Lyham Road 28 A & B,422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.89,0,0,0,0,0,0,,
Hazelbourne Road 51 Flat 1 And 2,434,0,0,0,103.13,101.7,0,0,0,0,0,0,0,0,0,0,0,0,0,2812.58,0,0,,
Trouville Road 11-12,536,0,0,0,0,0,0,226.24,0,0,0,0,0,0,0,0,0,0,0,54.68,0,0,,
Bonneville Gardens 118-120,620,0,0,669.8,0,0,0,226.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Elms Road 8,1148,0,0,1240.21,390.06,0,0,0,0,0,0,211.48,0,0,862.7,0,0,0,0,904.01,0,0,,
Elms Road 10 Flats 1-8,1531,0,0,1653.98,804.84,0,0,0,0,0,0,211.48,0,0,1150.52,0,0,0,0,655.11,0,0,,
Salford Road 67,388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,530.51,0,0,,
Ascot Court 1-29,6274,0,0,10470.52,3273.91,0,0,1596.26,0,0,0,211.48,0,692.23,0,0,0,0,0,3883.77,0,0,,
Deauville Mansions 1-32,9576,0,0,10345.19,28.2,2245.85,0,0,0,0,0,317.22,0,1630.9,0,0,0,0,0,12566.77,0,0,,
Deauville Court 1-40,10766,0,0,11630.78,908.47,2807.32,0,0,0,0,0,105.74,0,1924.83,0,0,0,0,0,55387.57,0,0,,
Bonneville Gardens 22-32,1620,0,0,1750.13,291.26,553.72,0,226.24,0,0,0,211.48,0,0,0,0,0,0,0,645.01,0,0,,
Bonneville Gardens 34-44,1620,0,0,1750.13,252.43,553.72,0,226.24,0,0,0,0,0,508.47,0,0,0,0,0,639.54,0,0,,
Bonneville Gardens 46-56,1800,0,0,1944.59,253.71,553.72,0,0,0,0,0,0,0,384.97,0,0,0,0,0,433.74,0,0,,
Bonneville Gardens 58-68,1684,0,0,1819.27,231.07,553.72,0,0,0,0,0,0,0,384.97,0,0,0,0,0,1926.9,0,0,,
Abbeville Road 78 A & B,460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.68,0,0,,
Dumbarton Court 1-230,52464,0,0,46984.25,14620.97,0,6361.29,5397.54,0,0,0,2114.8,0,7305.87,0,0,0,0,0,27555.94,23767.37,0,,
Lyham Road 311-313,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.27,0,0,0,0,0,0,,
Hayter Road 64,384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.68,0,0,,
Haycroft Road 14,292,0,0,0,146.19,130.62,0,0,0,0,0,0,0,0,0,0,0,0,0,516.32,0,0,,
Lambert Road 35 1 2 & 3,474,0,0,0,273.05,0,0,1172.88,0,0,0,0,0,0,0,0,0,0,0,867.25,0,0,,
Lambert Road 37 A-C,461,0,0,0,146.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Horsford Road 37,380,0,0,0,150.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,568.39,0,0,,
Horsford Road 59 Flats 1-3,440,0,0,0,177.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246.13,0,0,,
Horsford Road 61,428,0,0,0,-7543.4,0,0,0,0,0,0,105.74,0,0,0,0,0,0,0,571,0,0,,
Sudbourne Road 32 Flats 1&2,375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.68,0,0,,
Sudbourne Road 77 1-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,571,0,0,,
Sudbourne Road 79 1-3,532,0,0,0,303.43,171.62,0,0,0,0,0,0,0,0,0,0,0,0,0,516.32,0,0,,
Acre Lane 62,618,0,0,0,139.35,0,0,763.36,0,0,0,211.48,0,0,0,0,0,0,0,1688.42,0,0,,
Acre Lane 63,677,0,0,0,181.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,516.32,0,0,,
Kepler Road 22,367,0,0,0,138.07,130.62,0,0,0,0,0,0,0,0,0,0,0,0,0,246.13,0,0,,
Ashmere Grove 22-24,664,0,0,0,143.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1022.83,0,0,,
Solon Road 32,321,0,0,0,138.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,991.93,0,0,,
Solon Road 39,330,0,0,0,137.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Solon Road 51,317,0,0,0,138.3,0,0,379.97,0,0,0,0,0,0,0,0,0,0,0,300.81,0,0,,
Ballater Road (4),334,0,0,0,170.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,571,0,0,,
