Block,RV,Boiler Repairsand Maintenance,CCTV,Cleaning,Communal Electricity,Communal Electrical Maintenance,TV Aerial,Communal Water Quality,Communal Window Cleaning,Communal Ventilation Maintenance,Concierge,Disinfestation,Dry Riser,Door Entry System,Cleaning External,Grounds Maintenance External,External Tree Maintenance,Repairsand Maintenance External,Fire Ventilation Maintenance,Repairsand Maintenance,Lift Services & Repairs,Lightning Protection,,Only blocks containing homeowners
Vassall Road 123 A-D,572,1396.63,0,0,0,0,0,0,0,0,0,0,0,0,250.58,0,0,0,0,436.67,0,0,,
Foxley Road 32 A-D,751,0,0,0,357.41,0,267.8,0,0,0,0,0,0,0,0,0,0,0,0,1192.2,0,0,,
Foxley Road 34 A-E,901,0,0,0,357.41,0,267.8,0,0,0,0,0,0,0,0,0,0,0,0,683.69,0,0,,
" Foxley Road, 38 A-D",822,0,0,0,357.41,0,267.8,0,0,0,0,105.74,0,0,0,0,0,0,0,631.04,0,0,,
Foxley Road 40 A-D,739,0,0,0,357.41,0,267.8,0,0,0,0,0,0,0,0,0,0,0,0,516.32,0,0,,
Foxley Road 42 A-E,905,0,0,0,357.41,0,267.8,0,0,0,0,0,0,0,0,0,0,0,0,516.32,0,0,,
Foxley Road 44 A-D,810,0,0,0,357.41,0,267.8,0,0,0,0,0,0,0,0,0,0,0,0,673.31,0,0,,
Foxley Road 46 A-E,990,0,0,0,357.41,0,267.8,0,0,0,0,0,0,0,0,0,0,0,0,618.05,0,0,,
Foxley Road 48 A-D,810,0,0,0,357.41,109.44,267.8,0,0,0,0,0,0,0,0,0,0,0,0,781.76,0,0,,
Vassall Road 93 A-F,1115,4338.79,0,0,0,0,0,0,0,0,0,211.48,0,0,488.45,0,0,0,0,619.17,0,0,,
Vassall Road 95 A-E,757,2945.71,0,0,0,0,267.8,0,0,0,0,105.74,0,0,331.62,0,0,0,0,516.32,0,0,,
Vassall Road 99 A-E,716,2786.17,0,0,0,0,267.8,0,0,0,0,0,0,0,313.66,0,0,0,0,5502.56,0,0,,
Brixton Road 91 A-D,785,2416.21,0,0,400.69,0,0,0,0,0,0,0,0,393.37,0,0,540.11,0,0,0,0,0,,
Brixton Road 95 A-E,958,2948.7,0,0,488.99,0,15.41,0,0,0,0,0,0,480.06,0,0,659.14,0,0,0,0,0,,
Brixton Road 97 Flats A-D,698,2148.43,0,0,356.28,0,11.23,0,0,0,0,211.48,0,349.76,0,0,480.25,0,0,87.51,0,0,,
Brixton Road 99 A-D,706,2173.05,0,0,360.36,0,11.37,0,0,0,0,0,0,353.78,0,0,485.75,0,0,0,0,0,,
Brixton Road 105a-D Non-Block,748,0,0,0,445.29,0,12.03,0,0,0,0,211.48,0,374.82,0,0,514.65,0,0,0,0,0,,
Brixton Hill 107 A-D,718,0,0,0,427.43,0,11.55,0,0,0,0,0,0,359.79,0,0,494.01,0,0,98.45,0,0,,
Brixton Road 109 A-D,760,2339.26,0,0,452.43,0,12.23,0,0,0,0,0,0,380.83,0,0,522.91,0,0,510.85,0,0,,
Brixton Road 113 (A-D),668,2056.09,0,0,397.66,0,10.75,0,0,0,0,0,0,334.73,0,0,459.61,0,0,0,0,0,,
Brixton Road 115 Flats A-E,858,0,0,0,510.77,0,13.81,0,0,0,0,0,0,429.95,0,0,590.34,0,0,0,0,0,,
Brixton Road 117-119,468,1440.49,0,0,0,0,0,0,0,0,0,0,0,769.92,0,0,322,0,0,0,0,0,,
Brixton Road 121 A-E,875,2693.23,0,0,0,0,267.8,0,0,0,0,0,0,384.97,0,0,602.03,0,0,655.15,0,0,,
Brixton Road 123 A-D,677,2083.79,0,0,0,0,267.8,0,0,0,0,0,0,384.97,0,0,465.8,0,0,669.47,0,0,,
Brixton Road 125 A-D,677,2083.79,0,0,0,0,267.8,0,0,0,0,105.74,0,384.97,0,0,465.8,0,0,516.32,0,0,,
Brixton Road 127 Flat A-D,677,2083.79,0,0,0,0,0,0,0,0,0,0,0,384.97,0,0,465.8,0,0,925.59,0,0,,
Brixton Road 131 A B C & D,677,2083.79,0,0,686.45,0,267.8,0,0,0,0,0,0,384.97,0,0,465.8,0,0,1149.7,0,0,,
Brixton Road 133 A-D,677,2083.79,0,0,0,0,267.8,0,0,0,0,0,0,384.97,0,0,465.8,0,0,606.33,0,0,,
Brixton Road 137 A-D,677,2083.79,0,0,611.25,0,267.8,0,0,0,0,105.74,0,384.97,0,0,465.8,0,0,755.23,0,0,,
Brixton Road 141,677,2083.79,0,0,611.25,0,267.8,0,0,0,0,105.74,0,384.97,0,0,465.8,0,0,516.32,0,0,,
Birch House 1-48,12032,0,0,13597.15,2001.19,2549.95,0,1250.77,0,0,0,111.38,0,288.8,0,0,0,0,0,6927.79,0,0,,
Booth House 1-16,4432,0,0,5008.52,751.13,1238.15,0,1429.28,0,0,0,2.08,0,356.04,0,0,0,0,0,4909.46,0,0,,
Brereton 1-20,5194,0,0,5869.65,702.83,1902.39,0,379.97,0,0,0,108.18,0,712.09,0,0,0,0,0,2262.19,0,0,,
Cherry Close 1-33,8158,0,0,9219.21,446.94,1812.07,0,1250.77,0,0,0,638.27,0,1068.13,0,0,0,0,0,5447.9,0,0,,
Cherry Close 34-66 Cons,8158,0,0,9219.21,1263.94,1812.07,0,1250.77,0,0,0,3.83,0,1471.55,0,0,0,0,0,17576.57,0,0,,
Dearmer House 1-30,7413,0,0,8377.3,1858.06,1894.05,0,1250.77,0,0,0,3.48,0,826.7,0,0,0,0,0,17453.66,0,0,,
Ellacombe House 1-20,4621,0,0,5222.11,379.83,1402.13,0,763.36,0,0,0,107.91,0,356.04,0,0,0,0,0,3579.22,0,0,,
Greenleaf Close 1-33,8158,0,0,9219.21,420.92,1812.07,0,1660.29,0,0,0,532.53,0,1068.13,0,0,0,0,0,1913.43,0,0,,
Greenleaf Close 34-66,8158,0,0,9219.21,423.12,1812.07,0,1660.29,0,0,0,215.31,0,1370.69,0,0,0,0,0,11472.05,0,0,,
Hardham House 1-27,6689,0,0,7559.12,0,2022.23,0,763.36,0,0,0,108.88,0,557.75,0,0,0,0,0,531.29,0,0,,
Haworth House 1-15 Cons,3648,0,0,4122.54,646.19,0,0,763.36,0,0,0,107.45,0,356.04,0,0,0,0,0,5545.36,0,0,,
Heywood House 1-27 Cons,6646,0,0,7510.53,1053.82,746.23,0,1596.26,0,0,0,3.12,0,712.09,0,0,0,0,0,1493.88,0,0,,
 Bartell House 1-26 Cons,6321,0,0,7143.25,831.49,1730.07,0,1186.74,0,0,0,108.7,0,557.75,0,0,0,0,0,7754.94,0,0,,
Ecclestone House 1-24,5983,0,0,6761.28,1737.82,1566.1,0,2271.42,0,3694.1,0,2.81,0,2401.59,0,0,0,0,0,36987.19,2640.82,0,,
Hathersley House 1-16,4432,0,0,5008.52,785.65,1238.15,0,763.36,0,0,0,213.56,0,356.04,0,0,0,0,0,2276.93,0,0,,
Holdsworth House 1 - 20,5146,0,0,5815.4,783.56,958.85,0,763.36,0,0,0,2.41,0,1182.75,0,0,0,0,0,4469.76,0,0,,
Holt House 1-36,8884,0,0,10039.65,1756.01,787.22,0,1660.29,0,0,0,4.17,0,1230.12,0,0,0,0,0,23333.89,2640.82,0,,
Irby House 1-36 Cons,9664,0,0,10921.11,1939.18,746.23,0,1660.29,0,0,0,427.49,0,826.7,0,0,0,0,0,20579.85,0,0,,
Lansdell House 1-48,12032,0,0,13597.15,2274.37,2549.95,0,1250.77,0,0,0,428.6,0,1633.55,0,0,0,0,0,7872.35,0,657.29,,
Laughton House 1-24,5765,0,0,6514.92,701.34,0,0,1123.33,0,0,0,108.44,0,1317.22,0,0,0,0,0,4664.99,0,0,,
Lomley House 1-28 Cons,6904,0,0,7802.09,-421.7,746.23,0,1186.74,0,0,0,3.24,0,692.23,0,0,0,0,0,3231.61,0,0,,
Povey House 1-20,4817,0,0,5443.61,1175.9,746.23,0,763.36,0,0,0,108,0,692.23,0,0,0,0,0,5447.17,0,657.29,,
Purser House 1-110,29212,0,0,33011.96,6442.55,0,0,1634.69,0,0,0,1176.84,0,221.57,0,0,0,0,0,36871.38,5281.64,657.29,,
Rudhall House 1-27,6243,0,0,7055.1,1044.88,1038.38,0,1596.26,0,0,0,2.93,0,826.7,0,0,0,0,0,11797.8,0,657.29,,
Scarsbrook House 1-24,5661,0,0,6397.39,1025.55,746.23,0,1123.33,0,0,0,2.65,0,692.23,0,0,0,0,0,4866.95,0,0,,
Tendring House 1-20,5106,0,0,5770.2,852.02,1402.13,0,379.97,0,0,0,2.39,0,692.23,0,0,0,0,0,5906.6,0,0,,
Tulse House 1-54,14394,0,0,16266.4,2458.03,0,0,1250.77,0,0,0,112.49,0,692.23,0,0,0,0,0,15811.9,2640.82,0,,
Washbrook House 1-20,5328,0,0,6021.08,838.66,746.23,0,763.36,0,0,0,2.5,0,0,0,0,0,0,0,7744.63,0,0,,
Woodruff House 1-20 Cons,5106,0,0,5770.2,791.38,0,0,379.97,0,0,0,2.39,0,1754.27,0,0,0,0,0,6197.3,0,0,,
Fleet House 1-20,5378,0,0,5550.93,2659.37,1402.13,0,763.36,0,0,0,105.74,0,712.09,0,0,0,0,0,1078.79,5281.64,0,,
Langbourne House 1-20,6376,0,0,6581.02,1876.33,1443.12,0,763.36,0,0,0,211.48,0,577.61,0,0,0,0,0,1778.8,5281.64,0,,
Meath House 1-44,11704,0,0,13226.48,0,1852.36,0,0,0,0,0,105.74,983.33,120.71,0,0,0,0,0,7321.09,2640.82,0,,
Regent Road 1a-11,1106,0,0,0,270.77,0,0,763.36,0,0,0,0,0,154.33,0,0,0,0,0,473.46,0,0,,
Sharebourne House 1-6,1713,0,0,1768.08,625.26,828.21,0,379.97,0,0,0,105.74,0,221.57,0,0,0,0,0,246.13,0,0,,
Turnmill House 1-12,3426,0,0,3536.16,732.69,1074.18,0,0,0,0,0,105.74,0,1451.69,0,0,0,0,0,1506.86,0,0,,
Vassall Road 101 A-E,736,2863.99,0,0,0,0,0,0,0,0,0,211.48,0,0,322.42,0,0,0,0,187.93,0,0,,
Brixton Road 93,768,2363.88,0,0,392.01,0,12.36,0,0,0,0,0,0,384.84,0,0,528.41,0,0,0,0,0,,
Brixton Road 139 A-D,677,0,0,0,611.25,0,267.8,0,0,0,0,0,0,384.97,0,0,465.8,0,0,1036.16,0,0,,
Camberwell New Road 90a & 90b,478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.84,0,0,,
Camberwell New Road 130,347,0,0,0,324.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1604.64,0,0,,
Camberwell New Road 176,904,0,0,0,374.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,597.44,0,0,,
" Camberwell New Road 186 A,B&C",559,0,0,0,203.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,516.32,0,0,,
The Woodlands 1-6 Cons,927,0,0,0,0,0,0,0,0,0,0,0,0,384.97,0,0,0,0,0,3898.81,0,0,,
The Caxtons 7-12,1089,0,0,0,0,0,0,0,0,0,0,0,0,384.97,0,0,0,0,0,613.15,0,0,,
Vassall Road 104 A-E,942,4674.09,0,0,0,0,0,0,0,0,0,0,0,0,412.66,0,0,0,0,603.83,0,0,,
Vassall Road 106 A-E,832,4128.28,0,0,0,0,267.8,0,0,0,0,317.22,0,0,364.48,0,0,0,0,1617.5,0,0,,
Vassall Road 110 A-D,585,0,0,0,249.81,0,267.8,0,0,0,0,0,0,0,256.27,0,0,0,0,516.32,0,0,,
Foxley Road 15 17 19,477,0,0,0,166.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Josephine Avenue 28,480,0,0,0,0,0,0,0,0,0,0,211.48,0,0,0,0,0,0,0,495.18,0,0,,
Elam Close 1-12,3054,0,0,0,1136.77,1074.18,0,0,0,0,0,528.7,0,423.27,0,0,0,0,0,7575.59,0,0,,
Elam Close 13-31,5014,0,0,0,1136.77,1361.14,0,0,0,0,0,528.7,0,0,0,0,0,0,0,3305.85,0,0,,
Elam Close 32-49,5688,0,0,0,1136.77,1320.14,0,0,0,0,0,211.48,0,288.8,0,0,0,0,0,3530.18,0,0,,
Spicer Close 5-27,3792,0,0,0,0,1074.18,0,0,0,0,0,105.74,0,1768.03,0,0,0,0,0,1474.15,0,0,,
Spicer Close 29-81(Odd),7169,0,0,0,0,1689.08,0,0,0,0,0,634.44,0,1297.37,0,0,0,0,0,5416.28,0,0,,
Spicer Close 83-121,5090,0,0,0,0,1402.13,0,0,0,0,0,634.44,0,2440.4,0,0,0,0,0,10636.86,0,0,,
Lilford Road 14 A & B,367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.68,0,0,,
Horle Walk 1-34 Cons,9351,0,0,0,2004.26,3076.75,0,0,0,0,0,0,0,1188.41,0,0,0,0,0,7787.7,0,0,,
Horle Walk 35-54,4873,0,0,0,2004.26,0,0,0,0,0,0,634.44,0,619.31,0,0,0,0,0,7054.78,0,0,,
Gibbs Square 7-10,860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,261.44,0,0,,
Gibbs Square 11-14,860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1267.83,0,0,,
Gibbs Square 15-18,860,0,0,0,0,0,0,0,0,0,0,317.22,0,0,0,0,0,0,0,1267.83,0,0,,
Gibbs Close (7-8),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,320.61,0,0,,
Gibbs Close 9-10,430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,720.88,0,0,,
Gibbs Close 15-18 Cons,860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174.61,0,0,,
Durning Road 45-51,860,0,0,0,0,0,0,0,0,0,0,105.74,0,0,0,0,0,0,0,347.86,0,0,,
Tivoli Road 80-86,860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.68,0,0,,
Knights Hill 250-252,380,0,0,288.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Furneaux Avenue 9-11,346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,417.97,0,0,,
Furneaux Avenue 21-23,430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,675,0,0,,
Furneaux Avenue 25-31,860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,607.07,0,0,,
Furneaux Avenue 33-39,860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1093.9,0,0,,
Furneaux Avenue 41-47,860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,536.42,0,0,,
St Gothard Road 15-21 Odd,794,0,0,711.5,1177.46,746.23,0,0,0,0,0,0,0,154.33,0,0,0,0,0,1070.3,0,0,,
St Gothard Road 23-37,1588,0,0,1423,0,910.2,0,0,0,0,0,0,0,375.89,0,0,0,0,0,1455.27,0,0,,
" St Denis Road 1,3,5,7",794,0,0,603.62,196.06,455.11,0,0,0,0,0,0,0,238.38,0,0,0,0,0,115.94,0,0,,
St Denis Road 9 11 13 15,794,0,0,603.62,196.06,0,0,0,0,0,0,0,0,238.38,0,0,0,0,0,1720.38,0,0,,
Sanders House 1-12,2664,0,0,2460.14,1482.6,1656.43,0,379.97,0,0,0,168.06,0,443.14,0,0,0,0,0,3272.27,0,0,,
Sanders House 13-28,3188,0,0,2944.04,1482.6,2231.04,0,379.97,0,0,0,74.58,0,221.57,0,0,0,0,0,544,0,0,,
Sanders House 29-42,3188,0,0,2944.04,1482.6,2320.67,0,379.97,0,0,0,37.29,0,510.37,0,0,0,0,0,4372.11,0,0,,
Portobello House 1-26 Cons,7867,0,0,5980.72,1444.69,5006.1,0,6386.95,0,0,0,317.22,0,356.04,0,0,0,0,0,12493.44,0,0,,
Lake House 1-24 Cons,6792,0,0,5163.47,1225.99,1566.1,0,1172.88,0,0,0,422.96,0,120.71,0,0,0,0,0,5702.26,0,0,,
Cedars House 1-24,6792,0,0,5163.47,1261.22,1525.1,0,3138.66,0,0,0,0,0,1364.61,0,0,0,0,0,3083.74,0,0,,
Cork Tree House 1-40,8092,0,0,6151.77,-5359.37,2222.01,0,2122.1,0,0,0,211.48,0,826.7,0,0,0,0,0,5871.27,0,0,,
Lindway 6-8,343,0,0,260.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.31,0,0,,
Lindway 18-24,686,0,0,521.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Lakeview Road 1-8,1702,0,0,1400.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1557.9,0,0,,
Lakeview Road 9-11,372,0,0,306.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.65,0,0,,
Lakeview Road 15-25 Odd,1972,0,0,1622.89,270.78,828.21,0,1634.69,0,0,0,0,0,356.04,0,0,0,0,0,246.13,0,0,,
Lakeview Road 31-65 Odd,5148,0,0,4236.62,794.51,1320.14,0,1172.88,0,0,0,0,0,967.27,0,0,0,0,0,3316.44,0,0,,
Lakeview Road 77-91,2088,0,0,1718.35,573.51,910.2,0,1172.88,0,0,0,0,0,490.52,0,0,0,0,0,2681.88,0,0,,
Lakeview Road 93-107,2088,0,0,1718.35,736.54,910.2,0,1172.88,0,0,0,0,0,221.57,0,0,0,0,0,572.86,0,0,,
Lakeview Road 109-123,2088,0,0,1718.35,575.44,910.2,0,1172.88,0,0,0,0,0,893.95,0,0,0,0,0,781.38,0,0,,
Lakeview Road 125-135,744,0,0,612.29,264.86,0,0,0,0,0,0,105.74,0,0,0,0,0,0,0,623.99,0,0,,
Truslove Road 11-13,372,0,0,282.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,631.88,0,0,,
Truslove Road 55-57,372,0,0,282.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Truslove Road 58-80,3342,0,0,2540.68,0,0,0,763.36,0,0,0,0,0,221.57,0,0,0,0,0,3462.03,0,0,,
Truslove Road 79-85,744,0,0,565.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Holderness Way 1-15,1488,0,0,1131.22,757.89,910.2,0,0,0,0,0,0,0,288.8,0,0,0,0,0,789.21,0,0,,
Holderness Way 17-31,1488,0,0,1131.22,506.09,910.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1115.23,0,0,,
The Crest 1-20,5784,0,0,4397.16,2807.17,1402.13,0,1634.69,0,0,0,0,0,221.57,0,0,0,0,0,6187.69,2640.82,0,,
Hook House 1-16,4508,0,0,3427.11,2574.13,1462.8,0,1680.12,0,0,0,0,0,510.37,0,0,0,0,0,3945.89,0,0,,
Farnworth House 1-16 Cons,4496,0,0,3417.99,276.34,1238.15,0,1959.8,0,0,0,0,0,745.7,0,0,0,0,0,2918.45,0,0,,
Ruscoe House 1-18 Cons,5484,0,0,4169.09,837.97,1320.14,0,1172.88,0,0,0,0,0,664.7,0,0,0,0,0,639.34,0,0,,
Sardeson House 1-18 Cons,5484,0,0,4169.09,3470.25,0,0,1172.88,0,0,0,0,0,1135.36,0,0,0,0,0,1081.27,0,0,,
Cooper House 1a 1b 1c And 2-16 Cons,4860,0,0,3694.71,377.74,1320.14,0,1634.69,0,0,0,0,0,577.6,0,0,0,0,0,5364.45,0,0,,
Whittam House 1-18 Cons,5484,0,0,4169.09,846.27,1320.14,0,1172.88,0,0,0,317.22,0,1068.13,0,0,0,0,0,3449.02,0,0,,
Renshaw House 1-18 Cons,5484,0,0,4169.09,1051.13,1320.14,0,1172.88,0,0,0,105.74,0,664.7,0,0,0,0,0,131.36,0,0,,
Acacia Court 1-12 Cons,3306,0,0,2513.32,365.63,1074.18,0,1634.69,0,0,0,105.74,0,0,0,0,0,0,0,4209.43,0,657.29,,
Alder Court 1-16,4618,0,0,3510.74,301.54,1238.15,0,1634.69,0,0,0,0,0,0,0,0,0,0,0,9260.79,0,657.29,,
Ash Court 1-12,3306,0,0,2513.32,556.91,1074.18,0,763.36,0,0,0,0,0,0,0,0,0,0,0,2002.74,0,0,,
Beech Court 1-16,4662,0,0,3544.19,588.28,1238.15,0,1634.69,0,0,0,317.22,0,0,0,0,0,0,0,2243.71,0,0,,
Blackthorn Court 1-12,3306,0,0,2513.32,377.67,2080.61,0,1634.69,0,0,0,0,0,0,0,0,0,0,0,1829.67,0,0,,
Hawthorn Court 1-24 Cons,7536,0,0,5729.08,1627.35,1566.1,0,3628.53,0,0,0,422.96,0,624.99,0,0,0,0,0,5738.81,1509.04,657.29,,
Hazel Court 1-18 Cons,5652,0,0,4296.81,669.09,1320.14,0,1634.69,0,0,0,0,983.33,1028.42,0,0,0,0,0,5402.89,1131.78,657.29,,
Laburnam Court 1-12 Cons,3306,0,0,2513.32,2875.81,1074.18,0,1634.69,0,0,0,0,0,0,0,0,0,0,332.4,5393.7,0,0,,
Sycamore Court 1-12 Cons,3306,0,0,2513.32,537.14,1074.18,0,763.36,0,0,0,105.74,0,0,0,0,0,0,0,2623.76,0,0,,
Maple Court 1-12,3306,0,0,2513.32,602.71,0,0,1634.69,0,0,0,105.74,0,0,0,0,0,0,0,1972.82,0,0,,
Cypress Court 1-8,1236,0,0,939.64,503.18,0,0,763.36,0,0,0,105.74,0,0,0,0,0,0,0,901.55,0,657.29,,
Lamberhurst Road 10-16,1304,0,0,0,159.17,0,0,0,0,0,0,0,0,0,0,98.34,0,0,0,329.73,0,0,,
Lamberhurst Road 18-22a,1304,0,0,0,303.98,0,0,0,0,0,0,0,0,0,642.44,98.34,0,0,0,0,0,0,,
St Julians Farm Road 124 Flats 1-6,1980,0,0,1505.25,503.99,0,0,0,0,0,0,105.74,0,255.18,358.91,136.49,0,0,0,274.61,0,0,,
Gipsy Road 2-12,1644,0,0,0,228.32,0,0,0,0,0,0,105.74,0,1768.03,0,0,0,0,0,592.54,0,0,,
Gipsy Road 75-81,1256,0,0,0,0,0,0,0,0,0,0,0,0,0,623.65,81.65,0,0,0,0,0,0,,
Gipsy Road 87-93,1256,0,0,0,808.45,0,0,0,0,0,0,0,0,0,623.65,81.65,0,0,0,0,0,0,,
Summersell House 1-28 Cons,7126,0,0,6385.59,3166.35,1730.07,0,1186.74,0,0,0,528.7,0,0,0,0,0,0,0,17007.17,2640.82,657.29,,
Chaucer House 1-9,2385,0,0,2137.19,335.18,0,0,1634.69,0,0,0,0,0,221.57,0,0,0,0,0,2581.36,0,0,,
Moore House 1-12,3544,0,0,3175.77,457.22,0,0,1634.69,0,0,0,0,0,664.7,0,0,0,0,0,6955.16,0,0,,
Goodbehere House 1-12,3804,0,0,3408.75,504.22,0,0,763.36,0,0,0,105.74,0,0,0,0,0,0,0,9132.44,0,0,,
Morton House 1-18,5316,0,0,4763.65,991.58,0,0,3045.96,0,0,0,105.74,0,1606.03,0,0,0,0,0,1424.31,0,0,,
Astley House 1-16,4072,0,0,3648.91,866.34,1238.15,0,2558.3,0,0,0,0,0,510.37,0,0,0,0,0,1806.32,0,0,,
Bushell House 1-12,3600,0,0,3225.95,338.21,0,0,4094.98,0,0,0,0,0,476.75,0,0,0,0,0,5442.95,0,0,,
Hogarth House 1-20,4901,0,0,4391.77,674.42,1450.76,0,763.36,0,0,0,0,0,221.57,0,0,0,0,0,5393.54,0,0,,
Bligh House 1-12,3544,0,0,3175.77,-507.42,0,0,1634.69,0,0,0,422.96,0,443.13,0,0,0,0,0,872.12,0,0,,
Windsor Close 13-36,6864,0,0,5218.21,2019.63,1525.1,0,0,0,0,0,845.92,0,886.27,0,0,0,0,0,8757.63,0,0,,
Windsor Close 47-58,3432,0,0,2609.11,687.1,1033.18,0,1634.69,0,0,0,211.48,0,1182.75,0,0,0,0,0,2360.96,0,0,,
Claylands Court 1-21,5586,0,0,5005.6,17790.56,1443.12,0,763.36,0,0,0,0,983.33,221.57,0,0,0,0,0,8030.8,2640.82,0,,
Charters Close 7-18,3180,0,0,2849.59,632.94,0,0,1180.22,0,0,0,105.74,0,0,0,0,0,0,0,5748,0,0,,
Charters Close 19-30,3576,0,0,3204.44,599.54,0,0,1634.69,0,0,0,105.74,0,0,0,0,0,0,0,601.63,0,0,,
Charters Close 31-46,4720,0,0,4229.58,565.62,0,0,1634.69,0,0,0,105.74,0,0,0,0,0,0,0,1210.85,0,0,,
Charters Close 47-58,3576,0,0,3204.44,562.48,0,0,1634.69,0,0,0,0,0,0,0,0,0,0,0,4555.93,0,0,,
Charters Close 59-67,2286,0,0,2048.48,110.14,0,0,1634.69,0,0,0,0,0,0,0,0,0,0,0,1472.07,0,0,,
Charters Close 68-81 Cons,3217,0,0,2882.74,647.2,0,0,1172.88,0,0,0,211.48,0,0,0,0,0,0,0,2711.98,0,0,,
Rommany Court 1-12 Cons,3054,0,0,2736.68,782.6,0,0,1634.69,0,0,0,211.48,0,0,0,0,0,0,0,492.26,0,0,,
Pear Tree House 1-8,2032,0,0,1820.87,1245.46,0,0,379.97,0,0,0,2.05,0,221.57,0,0,0,0,0,684.17,0,657.29,,
Woodland Close 1-6,1212,0,0,1086.07,266.87,0,0,379.97,0,0,0,0,0,0,0,0,0,0,0,1720.87,0,0,,
Wiseman Court 1-28 Cons,7105,0,0,6366.77,6131.94,1730.07,0,803.35,0,0,0,105.74,0,53.47,0,0,0,0,0,4630.78,2640.82,657.29,,
Charles Staunton House 1-16,4256,0,0,3813.79,1265.79,0,0,3213.11,0,0,0,0,0,577.6,0,0,0,0,0,4499.17,0,0,,
Jean Humbert House 1-16,3384,0,0,3032.39,2135.54,1238.15,0,0,0,0,0,0,0,0,0,0,0,0,0,404.93,0,0,,
Josef Perrin House 1-16 Cons,4256,0,0,3813.79,1011.24,0,0,1634.69,0,0,0,0,0,577.6,0,0,0,0,0,622.05,0,0,,
Lilian Rolfe House 1-16,4520,0,0,4050.36,623.66,1238.15,0,1634.69,0,0,0,317.22,0,589.35,0,0,0,0,0,587.83,0,0,,
Odette House 1-16 Cons,4520,0,0,4050.36,999.68,0,0,1634.69,0,0,0,0,0,577.6,0,0,0,0,0,161.13,0,0,,
Robert Gerard House 1-24,6214,0,0,5568.35,1260.24,1566.1,0,4625.25,0,0,0,0,0,1404.31,0,0,0,0,0,5224.24,0,0,,
Violette Szabo House 1-24 Cons,5448,0,0,4881.94,10520.85,1566.1,0,2918.27,0,0,0,0,0,221.57,0,0,0,0,0,11942.63,0,0,,
Bullfinch Court 1-12,3768,0,0,3376.49,769.66,1514.03,0,1634.69,0,0,0,105.74,0,510.37,0,0,0,0,0,2895.56,0,0,,
Gannet Court 1-12,3768,0,0,3376.49,1031.37,1033.18,0,1634.69,0,0,0,105.74,0,443.13,0,0,0,0,0,3745.48,0,0,,
Petrel Court 1-12,3156,0,0,2828.08,1015.56,1074.18,0,0,0,0,0,422.96,0,947.42,0,0,0,0,0,4768.67,0,0,,
Heron Court 1-18,5652,0,0,5064.74,977.84,1320.14,0,3699.2,0,0,0,211.48,0,664.7,0,0,0,0,0,2781.38,0,0,,
Falcon Court 1-32,9288,0,0,8322.95,1498.71,1853.06,0,4073.91,0,0,0,1374.62,0,1087.96,0,0,0,0,0,8748.01,0,657.29,,
Eagle Court 1-12,2451,0,0,2196.33,550.29,1074.18,0,379.97,0,0,0,0,0,288.8,0,0,0,0,0,1392.58,0,657.29,,
Dunlin Court 1-12,2451,0,0,2196.33,402.39,0,0,379.97,0,0,0,211.48,0,288.8,0,0,0,0,0,941.16,0,657.29,,
Dunnock Court 1-32,9288,0,0,8322.95,1899.54,0,0,4073.91,0,0,0,528.7,0,1289.68,0,0,0,0,0,1557.7,0,657.29,,
Cormorant Court 1-32,9288,0,0,8322.95,968.73,1894.05,0,6961.81,0,0,0,740.18,0,1289.68,0,0,0,0,0,11375.26,0,0,,
