Property Ref,Bed Size,Block Reference,Estate Reference,Block Definition Code (Used for Service Charges)
615407,3,STR017688,EA002,
615408,3,STR017689,EA002,
615409,3,STR017690,EA002,
615410,3,STR017691,EA002,BD000552
615412,3,STR017692,EA002,
640127,3,STR000025,EA083,BD002202
640128,3,STR000025,EA083,
640129,3,STR000025,EA083,BD002202
640130,3,STR000025,EA083,BD002202
640131,3,STR000025,EA083,BD002202
640132,3,STR000025,EA083,
640133,3,STR000025,EA083,
640134,3,STR000025,EA083,BD002202
640139,3,STR000025,EA083,
640140,3,STR000025,EA083,
640141,3,STR000025,EA083,BD002202
640142,3,STR000025,EA083,
640143,3,STR000025,EA083,BD002202
640144,3,STR000025,EA083,
640145,3,STR000025,EA083,
640146,3,STR000025,EA083,BD002202
640151,3,STR000025,EA083,BD002202
640152,3,STR000025,EA083,
640153,3,STR000025,EA083,BD002202
640154,3,STR000025,EA083,
640155,3,STR000025,EA083,BD002202
640156,3,STR000025,EA083,BD002202
640157,3,STR000025,EA083,
640158,3,STR000025,EA083,BD002202
640163,3,STR000025,EA083,
640164,3,STR000025,EA083,
640165,3,STR000025,EA083,
640166,3,STR000025,EA083,
640167,3,STR000025,EA083,
640168,3,STR000025,EA083,
640169,3,STR000025,EA083,
640170,3,STR000025,EA083,
645057,3,STR013604,ENBR4,
645058,3,STR001274,ENBR4,
648738,3,STR000038,EA108,BD002746
648739,3,STR000038,EA108,BD002746
648740,3,STR000038,EA108,BD002746
648741,3,STR000038,EA108,
648742,3,STR000038,EA108,
648744,3,STR000038,EA108,
648745,3,STR000038,EA108,BD002746
648746,3,STR000038,EA108,
648747,3,STR000038,EA108,
648748,3,STR000038,EA108,BD002746
648749,3,STR000038,EA108,
648752,3,STR000038,EA108,BD002746
648753,3,STR000038,EA108,
640092,3,STR000261,EA083,
640093,3,STR000261,EA083,
640094,3,STR000261,EA083,BD002200
640095,3,STR000261,EA083,
640096,3,STR000261,EA083,BD002200
640097,3,STR000261,EA083,BD002200
640098,3,STR000261,EA083,
640099,3,STR000261,EA083,BD002200
640100,3,STR000261,EA083,
640101,3,STR000261,EA083,
640102,3,STR000261,EA083,
640103,3,STR000261,EA083,
640104,3,STR000261,EA083,
640105,3,STR000261,EA083,
640106,3,STR000261,EA083,BD002200
616663,3,STR014858,EA090,
616665,3,STR017570,EA090,
616666,3,STR017741,EA090,
616667,3,STR017742,EA090,
616668,3,STR017743,EA090,
616669,3,STR017576,EA090,
616670,3,STR017925,EA090,BD000659
616671,3,STR017698,EA090,BD000660
616672,3,STR014864,EA090,
616674,3,STR017699,EA090,
616675,3,STR017700,EA090,
616682,3,STR007252,EA090,
644475,3,STR013607,ENBR4,
644587,3,STR012517,ENBR4,
645059,3,STR012523,ENBR4,
645695,3,STR007529,ENBR4,
649055,3,STR013608,ENBR4,
649057,3,STR001278,ENBR4,
640911,3,STR000719,EA017,
671498,3,STR007027,ENBR4,
614030,3,STR002005,ENBR3,
614031,3,STR002006,ENBR3,
614032,3,STR002008,ENBR3,BD000523
618784,3,STR014890,ENBR3,
618797,3,STR014892,ENBR3,
618819,3,STR014893,ENBR3,
619256,3,STR014899,ENBR5,
619259,3,STR014902,ENBR5,
619260,3,STR014903,ENBR5,
619261,3,STR014904,ENBR5,
619262,3,STR002083,ENBR3,
619263,3,STR014885,ENBR3,
619264,3,STR014886,ENBR3,
619265,3,STR014887,ENBR3,
619278,3,STR014915,ENBR3,
620072,3,STR014888,ENBR3,
620077,3,STR014905,ENBR3,
686498,3,STR018064,ENBR3,BD000523
620082,3,STR002016,ENBR5,BD003564
620091,3,STR017192,ENBR5,BD001025
617513,3,STR014917,EB087,BD000738
617514,3,STR014918,EB087,BD000738
617515,3,STR014919,ENBR3,
617516,3,STR002020,EB087,BD000738
617517,3,STR014920,ENBR3,
617518,3,STR002021,ENBR3,BD000740
617519,3,STR014921,ENBR3,BD000741
617525,3,STR014922,ENBR3,BD000741
617529,3,STR002022,ENBR3,BD000741
678801,3,STR007653,ENBR3,BD003583
621777,3,STR004040,ENBR2,BD001130
621779,3,STR016838,ENBR2,BD001131
621781,3,STR016839,ENBR2,BD001132
621783,3,STR016840,ENBR2,
621785,3,STR016841,ENBR2,
621787,3,STR016842,ENBR2,
621789,3,STR016843,ENBR2,
621791,3,STR012440,ENBR2,
619480,3,STR001684,ENBR2,
619509,3,STR002026,ENBR2,
604385,3,STR004775,EA051,
604386,3,STR004772,EA051,BD000134
604388,3,STR004777,EA051,BD000136
604389,3,STR004779,EA051,
604390,3,STR004780,EA051,
604397,3,STR004785,EA051,
640819,3,STR000554,EA101,
640820,3,STR000554,EA101,BD002254
640821,3,STR000554,EA101,BD002254
640822,3,STR000554,EA101,BD002254
640823,3,STR000554,EA101,
640824,3,STR000554,EA101,
640825,3,STR000554,EA101,
640826,3,STR000554,EA101,
640827,3,STR000554,EA101,
640828,3,STR000554,EA101,
640829,3,STR000554,EA101,BD002254
640830,3,STR000554,EA101,
640831,3,STR000554,EA101,
640832,3,STR000554,EA101,
640833,3,STR000554,EA101,BD002254
640834,3,STR000554,EA101,
617879,3,STR002028,ENBR3,
644774,3,STR002793,ENCS7,
644776,3,STR002794,ENCS7,BD003480
647793,3,STR003521,EA089,BD002713
647802,3,STR003521,EA089,BD002713
647803,3,STR003521,EA089,BD002713
647807,3,STR003521,EA089,
600530,3,STR005993,EA082,BD000014
600532,3,STR005993,EA082,BD000014
600534,3,STR005993,EA082,
600536,3,STR005993,EA082,BD000014
600538,3,STR005995,EA082,
600539,3,STR005995,EA082,
600541,3,STR005995,EA082,
600543,3,STR005995,EA082,
600545,3,STR005995,EA082,
600546,3,STR005971,EA082,
600547,3,STR005974,EA082,BD000015
600548,3,STR005974,EA082,BD000015
600549,3,STR005974,EA082,BD000015
600550,3,STR005974,EA082,BD000015
600551,3,STR005974,EA082,
600552,3,STR005974,EA082,BD000015
600553,3,STR005974,EA082,
600554,3,STR005980,EA082,BD000009
600555,3,STR005980,EA082,
600556,3,STR005980,EA082,BD000016
600557,3,STR005980,EA082,BD000016
600558,3,STR005980,EA082,BD000016
600559,3,STR005980,EA082,
600560,3,STR005980,EA082,
600561,3,STR005980,EA082,
600566,3,STR005988,EA082,
600567,3,STR005988,EA082,
600568,3,STR005988,EA082,
600569,3,STR005988,EA082,BD000017
600570,3,STR005988,EA082,
600571,3,STR005988,EA082,
600572,3,STR005988,EA082,
600573,3,STR005988,EA082,BD000017
605186,3,STR016961,EA082,
604579,3,STR005034,EA051,BD000168
604588,3,STR005063,EA051,
647988,3,STR000123,EA084,
647990,3,STR000123,EA084,
647992,3,STR000123,EA084,BD002720
647994,3,STR000123,EA084,
647995,3,STR000123,EA084,BD002720
647997,3,STR000123,EA084,
647999,3,STR000123,EA084,BD002720
648001,3,STR000123,EA084,
604468,3,STR015318,ENCS5,
604471,3,STR015290,ENCS5,
604473,3,STR002407,ENCS5,
642612,3,STR015321,EA021,
642614,3,STR015323,EA021,
642615,3,STR015324,EA021,
642616,3,STR002947,EA021,
642617,3,STR012425,EA021,BD003463
642618,3,STR012426,EA021,
642619,3,STR012427,EA021,
642620,3,STR012428,EA021,
642621,3,STR002949,EA021,BD002396
642622,3,STR011412,EA021,BD002396
642623,3,STR002951,EA021,
642624,3,STR002952,EA021,
617493,3,STR003726,EB087,BD000735
617495,3,STR003727,EB087,BD000736
617496,3,STR017657,EB087,
617505,3,STR015056,EB087,BD000738
617506,3,STR003736,EB087,BD000738
617507,3,STR017571,EB087,
617508,3,STR017744,EB087,BD000739
617509,3,STR017745,EB087,
617510,3,STR017746,EB087,
617512,3,STR017747,EB087,
617522,3,STR015055,EB087,BD000742
617523,3,STR003734,EB087,BD000742
617524,3,STR012551,EB087,
617526,3,STR007592,EB087,
648384,3,STR000368,EA121,
648385,3,STR000368,EA121,BD002733
648386,3,STR000368,EA121,
648387,3,STR000368,EA121,
648388,3,STR000368,EA121,BD002733
648389,3,STR000368,EA121,BD002733
648390,3,STR000368,EA121,
648391,3,STR000368,EA121,
648392,3,STR000368,EA121,
648393,3,STR000368,EA121,BD002733
648394,3,STR000368,EA121,BD002733
648395,3,STR000368,EA121,BD002733
648396,3,STR000368,EA121,
648397,3,STR000368,EA121,
648398,3,STR000368,EA121,
648399,3,STR000368,EA121,BD002733
648400,3,STR000368,EA121,BD002733
648402,3,STR000368,EA121,
649384,3,STR000368,EA121,
620018,3,STR000543,EA095,
642519,3,STR020065,EB089,
639991,3,STR002669,ENCS7,
639992,3,STR002669,ENCS7,BD002194
639993,3,STR002669,ENCS7,BD002194
640000,3,STR017616,ENCS7,BD002194
640001,3,STR002669,ENCS7,
640002,3,STR002669,ENCS7,
648004,3,STR000409,EA084,
648006,3,STR000409,EA084,
648008,3,STR000409,EA084,BD002721
648015,3,STR000409,EA084,BD002721
648017,3,STR000409,EA084,BD002721
648019,3,STR000409,EA084,BD002721
641431,3,STR011503,EA032,
641433,3,STR007589,EA032,
641436,3,STR011404,EA032,BD002279
641439,3,STR007590,EA032,BD002280
641445,3,STR011513,EA032,BD002282
641447,3,STR011514,EA032,BD002283
641449,3,STR011515,EA032,
604598,3,STR004790,EA051,
604599,3,STR004791,EA051,
604600,3,STR004792,EA051,
604601,3,STR004793,EA051,
647756,3,STR003536,EA089,
647759,3,STR003536,EA089,
647761,3,STR003536,EA089,BD002712
647763,3,STR003536,EA089,
647765,3,STR003536,EA089,BD002712
647767,3,STR003536,EA089,
647769,3,STR003536,EA089,
647771,3,STR003536,EA089,
647775,3,STR003536,EA089,
647782,3,STR003536,EA089,
647786,3,STR003536,EA089,BD002712
640033,3,STR000535,EA083,
640034,3,STR000535,EA083,
640035,3,STR000535,EA083,BD002197
640036,3,STR000535,EA083,
640037,3,STR000535,EA083,
640038,3,STR000535,EA083,
640039,3,STR000535,EA083,BD002197
640040,3,STR000535,EA083,BD002197
640041,3,STR000535,EA083,BD002197
640042,3,STR000535,EA083,
640043,3,STR000535,EA083,BD002197
640044,3,STR000535,EA083,BD002197
640045,3,STR000535,EA083,
640046,3,STR000535,EA083,BD002197
640047,3,STR000535,EA083,
640048,3,STR000535,EA083,
640049,3,STR000535,EA083,
604602,3,STR004794,EA051,
604603,3,STR004795,EA051,
604607,3,STR004798,EA051,
604608,3,STR004799,EA051,
604609,3,STR004800,EA051,
604613,3,STR004804,EA051,BD000171
604614,3,STR004805,EA051,
604615,3,STR004806,EA051,
604616,3,STR012422,EA051,
604621,3,STR007598,EA051,
644410,3,STR013617,ENBR4,
644412,3,STR013619,ENBR4,
640241,3,STR002986,EA083,
640243,3,STR002990,EA083,
640244,3,STR011573,EA083,
640245,3,STR011574,EA083,
619290,3,STR002040,ENBR5,
621079,3,STR000733,EA115,
621080,3,STR000733,EA115,
621090,3,STR000733,EA115,
621094,3,STR000733,EA115,
621097,3,STR000733,EA115,
621098,3,STR000733,EA115,
621106,3,STR000733,EA115,BD001089
621109,3,STR000733,EA115,BD001089
621117,3,STR000733,EA115,
621120,3,STR000733,EA115,BD001089
621121,3,STR000733,EA115,
621124,3,STR000733,EA115,
621127,3,STR000733,EA115,
621130,3,STR000733,EA115,
621137,3,STR000733,EA115,
621138,3,STR000733,EA115,
621141,3,STR000733,EA115,
621156,3,STR000733,EA115,BD001089
621346,3,STR000733,EA115,
621347,3,STR000733,EA115,BD001089
648403,3,STR000119,EA121,
648404,3,STR000119,EA121,BD002734
648405,3,STR000119,EA121,BD002734
648406,3,STR000119,EA121,
648407,3,STR000119,EA121,BD002734
648408,3,STR000119,EA121,BD002734
648409,3,STR000119,EA121,BD002734
648410,3,STR000119,EA121,BD002734
648411,3,STR000119,EA121,
648412,3,STR000119,EA121,BD002734
648413,3,STR000119,EA121,BD002734
648414,3,STR000119,EA121,
648415,3,STR000119,EA121,
648416,3,STR000119,EA121,
648417,3,STR000119,EA121,
648418,3,STR000119,EA121,
648419,3,STR000119,EA121,BD002734
648420,3,STR000119,EA121,BD002734
648422,3,STR000119,EA121,
621442,3,STR000457,EA018,
621444,3,STR000457,EA018,
621446,3,STR000457,EA018,
616635,3,STR017650,EA090,
616636,3,STR017651,EA090,
616637,3,STR017652,EA090,
616638,3,STR002041,EA090,
616643,3,STR017653,EA090,
616644,3,STR017654,EA090,
616645,3,STR017655,EA090,BD000657
616646,3,STR002042,EA090,BD000658
616647,3,STR014935,EA090,
616648,3,STR014936,EA090,
616649,3,STR014937,EA090,
616650,3,STR014938,EA090,
616651,3,STR014939,EA090,
616652,3,STR002043,EA090,
616653,3,STR014940,EA090,
616654,3,STR014941,EA090,
616655,3,STR014942,EA090,
616656,3,STR002044,EA090,
616657,3,STR017601,EA090,
616659,3,STR017770,EA090,
616660,3,STR017771,EA090,
616661,3,STR017772,EA090,
616662,3,STR017773,EA090,
618059,3,STR014947,ENBR3,
618840,3,STR014956,ENBR3,
619294,3,STR001836,ENBR5,BD003628
619296,3,STR017176,ENBR5,BD000950
619299,3,STR001839,ENBR3,BD000952
663960,3,STR016995,ENBR3,
663961,3,STR014955,ENBR3,
648782,3,STR000122,EA108,
648786,3,STR000122,EA108,
648790,3,STR000122,EA108,
648794,3,STR000122,EA108,
648798,3,STR000122,EA108,
648802,3,STR000122,EA108,BD002747
648806,3,STR000122,EA108,
602876,3,STR000669,EA051,BD000056
602877,3,STR000669,EA051,
602878,3,STR000669,EA051,BD000056
602879,3,STR000669,EA051,
602887,3,STR017273,EA051,BD000056
602889,3,STR017273,EA051,BD000056
602891,3,STR017273,EA051,BD000056
640432,3,STR015330,EA061,
640434,3,STR015331,EA061,
640436,3,STR015332,EA061,
640437,3,STR015333,EA061,
640439,3,STR015334,EA061,
640440,3,STR011519,EA061,
640443,3,STR011521,EA061,
640451,3,STR015338,EA061,
640452,3,STR003004,EA061,BD002219
640453,3,STR015339,EA061,BD002220
640454,3,STR003004,EA061,BD002219
640456,3,STR003004,EA061,BD002219
640458,3,STR003004,EA061,
640460,3,STR003004,EA061,BD002219
614040,3,STR014962,ENBR5,
614041,3,STR002055,ENBR5,
619308,3,STR014960,ENBR5,
619326,3,STR014961,ENBR5,
604827,3,STR002954,ENCS5,
605507,3,STR002802,ENCS5,
710039,3,STR002383,ENCS5,BD003522
611317,3,STR003851,ENBR3,
611319,3,STR003852,ENBR3,
611320,3,STR013095,ENBR3,
621455,3,STR015241,EA077,
621456,3,STR007472,EA077,
621457,3,STR007473,EA077,
621460,3,STR015243,EA077,
621461,3,STR015244,EA077,BD001101
621462,3,STR004536,EA077,
621463,3,STR015245,EA077,
621464,3,STR004537,EA077,
648958,3,STR001489,EA091,
648959,3,STR001489,EA091,BD002752
648960,3,STR001489,EA091,
648961,3,STR001489,EA091,
648962,3,STR001489,EA091,
648963,3,STR001489,EA091,
648964,3,STR001489,EA091,BD002752
648965,3,STR001489,EA091,
648966,3,STR001489,EA091,
648980,3,STR001489,EA091,
648982,3,STR001489,EA091,
648983,3,STR001489,EA091,
648984,3,STR001489,EA091,BD002752
648985,3,STR001489,EA091,
648986,3,STR001489,EA091,BD002752
648987,3,STR001489,EA091,BD002752
648988,3,STR001489,EA091,BD002752
648989,3,STR001489,EA091,BD002752
648991,3,STR012869,EA091,
648993,3,STR012869,EA091,
648995,3,STR012869,EA091,
648997,3,STR012869,EA091,
648999,3,STR012869,EA091,
649009,3,STR012871,EA091,BD002755
649011,3,STR012871,EA091,BD002755
649013,3,STR012871,EA091,
649014,3,STR012871,EA091,
649016,3,STR012871,EA091,
642324,3,STR006007,EA015,BD002373
604061,3,STR004837,EA051,
604062,3,STR004838,EA051,BD000094
604063,3,STR004839,EA051,
604065,3,STR004841,EA051,BD000095
604071,3,STR014747,EA051,
604117,3,STR004831,EA051,
604118,3,STR004832,EA051,
604119,3,STR004833,EA051,
604123,3,STR004825,EA051,
604124,3,STR004826,EA051,BD000099
604622,3,STR004817,EA051,
604624,3,STR012423,EA051,
604625,3,STR004819,EA051,
604666,3,STR014746,EA051,
644728,3,STR001611,ENCS7,
644729,3,STR001611,ENCS7,
644730,3,STR002804,ENCS7,BD002497
644731,3,STR002804,ENCS7,
612655,3,STR001786,EB094,
612656,3,STR001786,EB094,
612657,3,STR001953,EB094,
612658,3,STR001953,EB094,
612659,3,STR001939,EB094,BD000476
612660,3,STR001939,EB094,BD000476
612661,3,STR001808,EB094,BD000476
612662,3,STR001808,EB094,
617059,3,STR004542,EA037,BD000692
617060,3,STR004542,EA037,
617061,3,STR004542,EA037,
617062,3,STR004542,EA037,
684655,3,STR001642,EB099,
648036,3,STR000466,EA084,
648038,3,STR000466,EA084,
648040,3,STR000466,EA084,
648047,3,STR000466,EA084,BD002722
648049,3,STR000466,EA084,
648051,3,STR000466,EA084,BD002722
640517,3,STR001494,EA099,
640522,3,STR001494,EA099,BD002225
640529,3,STR001501,EA099,
640530,3,STR001501,EA099,
640531,3,STR001501,EA099,BD002226
640532,3,STR001501,EA099,
640537,3,STR013746,EA099,
640538,3,STR013747,EA099,BD002227
640541,3,STR013749,EA099,
640542,3,STR013750,EA099,
640543,3,STR001509,EA099,
640546,3,STR013751,EA099,
640548,3,STR001513,EA099,
640552,3,STR001516,EA099,BD002230
640553,3,STR001516,EA099,
640554,3,STR001516,EA099,
640557,3,STR001522,EA099,
640558,3,STR001522,EA099,
640559,3,STR001522,EA099,
640560,3,STR001522,EA099,
640561,3,STR001526,EA099,
640564,3,STR013753,EA099,
640565,3,STR012507,EA099,
639941,3,STR000850,EA106,
639943,3,STR000850,EA106,
639945,3,STR000850,EA106,
639948,3,STR011597,EA106,BD002188
639950,3,STR011597,EA106,BD002188
639952,3,STR011597,EA106,BD002188
648054,3,STR000572,EA084,
648056,3,STR000572,EA084,BD002723
648058,3,STR000572,EA084,
648060,3,STR000572,EA084,BD002723
648061,3,STR000572,EA084,BD002723
648063,3,STR000572,EA084,BD002723
648065,3,STR000572,EA084,BD002723
648067,3,STR000572,EA084,
647733,3,STR003601,EA089,
647737,3,STR003601,EA089,BD002711
647741,3,STR003601,EA089,BD002711
647743,3,STR003601,EA089,
647745,3,STR003601,EA089,
647747,3,STR003601,EA089,
647749,3,STR003601,EA089,
647751,3,STR003601,EA089,
647753,3,STR003601,EA089,
647755,3,STR003601,EA089,
649381,3,STR003601,EA089,BD002711
617435,3,STR017592,ENBR3,
617437,3,STR017751,ENBR3,
617438,3,STR017593,ENBR3,BD000722
617440,3,STR017594,ENBR3,
617441,3,STR017753,ENBR3,
617442,3,STR017754,ENBR3,BD000723
617443,3,STR017755,ENBR3,BD000724
617448,3,STR017758,ENBR3,BD000725
617449,3,STR017759,ENBR3,BD000726
617450,3,STR017760,ENBR3,
617454,3,STR017598,ENBR3,BD000728
617455,3,STR017763,ENBR3,
617456,3,STR017764,ENBR3,
617458,3,STR017766,ENBR3,
617461,3,STR017767,ENBR3,BD000730
617463,3,STR017769,ENBR3,
618071,3,STR004408,ENBR3,
678760,3,STR002092,ENBR3,
679583,3,STR015270,ENBR3,
621465,3,STR000211,EA018,
621467,3,STR000211,EA018,BD001102
607862,3,STR017291,EA125,
607870,3,STR017291,EA125,BD000315
607871,3,STR000161,EA125,
607881,3,STR017291,EA125,
607882,3,STR000161,EA125,BD000315
607892,3,STR017291,EA125,
607893,3,STR000161,EA125,BD000315
607903,3,STR017291,EA125,
607911,3,STR017293,EA125,
607922,3,STR017293,EA125,
607938,3,STR017293,EA125,BD000316
607955,3,STR017293,EA125,
607972,3,STR017293,EA125,
648154,3,STR000120,EA100,BD002727
648155,3,STR000120,EA100,
648157,3,STR000120,EA100,
648158,3,STR000120,EA100,
648159,3,STR000120,EA100,
648160,3,STR000120,EA100,
648162,3,STR000120,EA100,
648163,3,STR000120,EA100,BD002727
648164,3,STR000120,EA100,
648165,3,STR000120,EA100,
648167,3,STR000120,EA100,
648168,3,STR000120,EA100,
667966,3,STR015148,ENBR2,
667986,3,STR015149,ENBR2,
667987,3,STR015150,ENBR2,
667988,3,STR015151,ENBR2,
667990,3,STR015153,ENBR2,
667991,3,STR012569,ENBR2,
663971,3,STR006025,ENBR1,
663973,3,STR011795,ENBR1,
663974,3,STR011796,ENBR1,
663975,3,STR011797,ENBR1,
663976,3,STR011798,ENBR1,
663978,3,STR011799,ENBR1,
663980,3,STR011801,ENBR1,
663981,3,STR011802,ENBR1,
644391,3,STR006257,ENBR1,
664085,3,STR006027,ENBR1,
664087,3,STR011710,ENBR1,
664088,3,STR011711,ENBR1,
664089,3,STR011712,ENBR1,
664102,3,STR011723,ENBR1,
664105,3,STR011724,ENBR1,
640583,3,STR000491,EB104,BD002233
640584,3,STR000491,EB104,BD002233
640586,3,STR000491,EB104,BD002233
640590,3,STR000095,EB105,
612637,3,STR003797,EB106,
612638,3,STR003797,EB106,
612639,3,STR003797,EB106,
612640,3,STR003797,EB106,BD000474
612641,3,STR017114,EB106,BD000474
612642,3,STR017114,EB106,
612643,3,STR017114,EB106,
612644,3,STR017114,EB106,BD000474
618216,3,STR003782,EB106,
616415,3,STR000820,EA103,
616416,3,STR000820,EA103,
616417,3,STR000820,EA103,
616418,3,STR000820,EA103,
616419,3,STR000820,EA103,
616420,3,STR000820,EA103,
616421,3,STR000820,EA103,BD000655
616422,3,STR017477,EA103,BD000655
616428,3,STR017477,EA103,
616429,3,STR017478,EA103,
616437,3,STR017479,EA103,
616444,3,STR017479,EA103,
616445,3,STR017480,EA103,
616451,3,STR017480,EA103,BD000655
616453,3,STR017481,EA103,
616454,3,STR017481,EA103,
616455,3,STR017481,EA103,
616456,3,STR017481,EA103,BD000655
616457,3,STR017481,EA103,
616458,3,STR017481,EA103,
616459,3,STR017481,EA103,BD000655
616462,3,STR000820,EA103,
616467,3,STR017477,EA103,
616475,3,STR017477,EA103,
616476,3,STR017478,EA103,
616483,3,STR017478,EA103,
616484,3,STR017479,EA103,BD000655
616491,3,STR017479,EA103,
616492,3,STR017480,EA103,
616498,3,STR017480,EA103,BD000655
616505,3,STR017481,EA103,
616508,3,STR017481,EA103,
616509,3,STR017481,EA103,BD000655
616516,3,STR017477,EA103,
616517,3,STR017477,EA103,BD000655
616530,3,STR017477,EA103,
616531,3,STR017477,EA103,
616532,3,STR017478,EA103,
616533,3,STR017478,EA103,
616546,3,STR017478,EA103,
616547,3,STR017478,EA103,BD000655
616548,3,STR017479,EA103,
616549,3,STR017479,EA103,
616563,3,STR017479,EA103,BD000655
616564,3,STR017480,EA103,BD000655
616565,3,STR017480,EA103,
616578,3,STR017480,EA103,
616579,3,STR017480,EA103,BD000655
614051,3,STR004556,ENBR3,BD000526
614052,3,STR004556,ENBR3,BD000526
614053,3,STR004556,ENBR3,
621719,3,STR005168,EA053,BD001127
621720,3,STR005168,EA053,
621723,3,STR005168,EA053,
621724,3,STR005168,EA053,
621727,3,STR005168,EA053,
621728,3,STR005168,EA053,
621751,3,STR005169,EA053,
621752,3,STR005169,EA053,
621753,3,STR005169,EA053,BD001128
621754,3,STR005169,EA053,
621755,3,STR005169,EA053,
648888,3,STR000640,EA108,
648889,3,STR000640,EA108,
648890,3,STR000640,EA108,
648892,3,STR000640,EA108,BD002750
648893,3,STR000640,EA108,
648894,3,STR000640,EA108,BD002750
648895,3,STR000640,EA108,
648896,3,STR000640,EA108,
648897,3,STR000640,EA108,BD002750
648898,3,STR000640,EA108,
648901,3,STR000640,EA108,
648902,3,STR000640,EA108,BD002750
648903,3,STR000640,EA108,
648904,3,STR000640,EA108,BD002750
648905,3,STR000640,EA108,BD002750
648911,3,STR000640,EA108,BD002750
648912,3,STR000640,EA108,
648918,3,STR000640,EA108,
648922,3,STR000640,EA108,
648923,3,STR000640,EA108,BD002750
648928,3,STR000640,EA108,BD002750
648929,3,STR000640,EA108,BD002750
648934,3,STR000640,EA108,
639910,3,STR011108,ENCS6,
639911,3,STR011110,ENCS6,
639912,3,STR011111,ENCS6,
639913,3,STR011112,ENCS6,
639917,3,STR011153,ENCS6,
639918,3,STR011154,ENCS6,
639919,3,STR011155,ENCS6,
639921,3,STR015347,ENCS6,
642479,3,STR003041,ENCS6,
642480,3,STR011413,ENCS6,
642481,3,STR011414,ENCS6,
642483,3,STR011416,ENCS6,
642484,3,STR011417,ENCS6,
642485,3,STR011418,ENCS6,
642486,3,STR011419,ENCS6,
642488,3,STR011486,EA021,
642489,3,STR011487,EA021,
642492,3,STR011490,EA021,
642495,3,STR011492,EA021,BD002391
642496,3,STR011493,EA021,
642497,3,STR003037,EA021,
642499,3,STR011497,EA021,
642500,3,STR011498,EA021,
642501,3,STR016994,EA021,
642626,3,STR011216,ENCS6,
615342,3,STR004042,EA002,
615343,3,STR004042,EA002,BD000541
615344,3,STR004042,EA002,
615345,3,STR017727,EA002,BD000542
615346,3,STR017727,EA002,
617465,3,STR017527,EA002,
617467,3,STR017728,EA002,
617469,3,STR017729,EA002,
617470,3,STR017730,EA002,
617472,3,STR015112,EA002,
619381,3,STR004003,ENBR2,
669402,3,STR004066,ENBR2,
669412,3,STR017195,ENBR2,
669420,3,STR003931,ENBR2,
648839,3,STR001535,EA108,
648840,3,STR001535,EA108,
648845,3,STR001535,EA108,BD002749
648846,3,STR001535,EA108,
648851,3,STR001535,EA108,
648852,3,STR001535,EA108,
648857,3,STR001535,EA108,
648858,3,STR001535,EA108,BD002749
648863,3,STR001535,EA108,
648864,3,STR001535,EA108,
648869,3,STR001535,EA108,BD002749
648870,3,STR001535,EA108,
648875,3,STR001535,EA108,
648876,3,STR001535,EA108,BD002749
648881,3,STR001535,EA108,
602601,3,STR006030,EA027,BD000036
602602,3,STR006031,EA027,BD000036
602603,3,STR006031,EA027,
602604,3,STR006031,EA027,
602605,3,STR006031,EA027,
602606,3,STR006031,EA027,BD000036
602607,3,STR006031,EA027,BD000036
602608,3,STR006031,EA027,BD000036
602609,3,STR006031,EA027,
602610,3,STR006031,EA027,BD000036
602611,3,STR006031,EA027,BD000036
602615,3,STR006039,EA027,
602617,3,STR006039,EA027,
602620,3,STR006040,EA027,BD000037
602622,3,STR006040,EA027,BD000037
604045,3,STR012242,EA027,
644928,3,STR001546,ENBR4,
644934,3,STR013375,ENBR4,
644935,3,STR012521,ENBR4,
645050,3,STR001545,ENBR4,
645073,3,STR013772,ENBR4,
645074,3,STR007034,ENBR4,
645689,3,STR007033,ENBR4,
649074,3,STR001559,ENBR4,
640260,3,STR003054,EA083,
640262,3,STR011524,EA083,
640265,3,STR011527,EA083,
640266,3,STR011528,EA083,
640267,3,STR011529,EA083,
640268,3,STR011530,EA083,
618107,3,STR015026,ENBR5,
618782,3,STR015023,ENBR5,
619357,3,STR002113,ENBR5,
619359,3,STR015028,ENBR5,
620136,3,STR015030,ENBR5,
620139,3,STR002110,ENBR5,
639892,3,STR003056,EB110,
639894,3,STR003056,EB110,BD002186
639896,3,STR003056,EB110,BD002186
639898,3,STR003058,EB110,BD002186
639900,3,STR003058,EB110,BD002186
639902,3,STR003058,EB110,
639904,3,STR011390,EB110,
639906,3,STR011390,EB110,
639908,3,STR011390,EB110,
621230,3,STR000047,EA115,
604642,3,STR004854,EA051,
604652,3,STR004866,EA051,
604653,3,STR004867,EA051,
604660,3,STR004875,EA051,
604661,3,STR004876,EA051,BD000181
604662,3,STR004877,EA051,BD000182
604663,3,STR004878,EA051,BD000183
604664,3,STR004879,EA051,
648461,3,STR003642,EA114,
648463,3,STR003642,EA114,
648465,3,STR003642,EA114,BD002736
648468,3,STR003642,EA114,BD002736
648470,3,STR003642,EA114,BD002736
648472,3,STR003642,EA114,
648484,3,STR003650,EA114,BD002737
648490,3,STR003650,EA114,BD002737
648496,3,STR003650,EA114,BD002737
648498,3,STR015449,EA114,
648499,3,STR015450,EA114,
648500,3,STR003651,EA114,
648502,3,STR003655,EA114,BD002738
648506,3,STR003655,EA114,
648509,3,STR003655,EA114,
648517,3,STR003655,EA114,
648518,3,STR015451,EA114,
648519,3,STR015452,EA114,
